file_number,label,global_root,candidate_package,candidate_prefix,method,confidence,notes
580950.4,*AJK1UB RETRANSMIT,"^DIZ(580950.4,",VA FILEMAN,DI,prefix,med,ns=DIZ matched prefix=DI
580950.5,*AJK1UB DATA ELEMENTS,"^DIZ(580950.5,",VA FILEMAN,DI,prefix,med,ns=DIZ matched prefix=DI
580950.6,*AJK1UB TRANSMISSION SET,"^DIZ(580950.6,",VA FILEMAN,DI,prefix,med,ns=DIZ matched prefix=DI
580950.7,*AJK1UB MESSAGE,"^DIZ(580950.7,",VA FILEMAN,DI,prefix,med,ns=DIZ matched prefix=DI
580950.8,*AJK1UB STATUS CODE,"^DIZ(580950.8,",VA FILEMAN,DI,prefix,med,ns=DIZ matched prefix=DI
800000.0,HMP SUBSCRIPTION,"^HMP(800000,",HEALTH MANAGEMENT PLATFORM,HMP,prefix,high,ns=HMP matched prefix=HMP
800000.1,HMP PATIENT OBJECT,"^HMP(800000.1,",HEALTH MANAGEMENT PLATFORM,HMP,prefix,high,ns=HMP matched prefix=HMP
800000.11,HMP OBJECT,"^HMP(800000.11,",HEALTH MANAGEMENT PLATFORM,HMP,prefix,high,ns=HMP matched prefix=HMP
800000.2,HMP LIST,"^HMPD(800000.2,",HEALTH MANAGEMENT PLATFORM,HMP,prefix,med,ns=HMPD matched prefix=HMP
800000.21,HMP LIST DOMAIN,"^HMPD(800000.21,",HEALTH MANAGEMENT PLATFORM,HMP,prefix,med,ns=HMPD matched prefix=HMP
800000.22,HMP LIST ATTRIBUTE,"^HMPD(800000.22,",HEALTH MANAGEMENT PLATFORM,HMP,prefix,med,ns=HMPD matched prefix=HMP
800001.0,HMP PANEL,^HMPPANEL(,HEALTH MANAGEMENT PLATFORM,HMP,prefix,med,ns=HMPPANEL matched prefix=HMP
800001.2,HMP ROSTER,"^HMPROSTR(800001.2,",HEALTH MANAGEMENT PLATFORM,HMP,prefix,med,ns=HMPROSTR matched prefix=HMP
800001.5,HMP ACTIVITY,"^HMP(800001.5,""PTAPPT"",",HEALTH MANAGEMENT PLATFORM,HMP,prefix,high,ns=HMP matched prefix=HMP
800003.0,HMP EVENT,"^HMPLOG(800003,",HEALTH MANAGEMENT PLATFORM,HMP,prefix,med,ns=HMPLOG matched prefix=HMP
9000001.0,PATIENT/IHS,^AUPNPAT(,,,,,
9000010.0,VISIT,^AUPNVSIT(,,,,,
9000010.06,V PROVIDER,^AUPNVPRV(,,,,,
9000010.07,V POV,^AUPNVPOV(,,,,,
9000010.11,V IMMUNIZATION,^AUPNVIMM(,,,,,
9000010.12,V SKIN TEST,^AUPNVSK(,,,,,
9000010.13,V EXAM,^AUPNVXAM(,,,,,
9000010.15,V TREATMENT,^AUPNVTRT(,,,,,
9000010.16,V PATIENT ED,^AUPNVPED(,,,,,
9000010.18,V CPT,^AUPNVCPT(,,,,,
9000010.23,V HEALTH FACTORS,^AUPNVHF(,,,,,
9000010.707,V IMM CONTRA/REFUSAL EVENTS,^AUPNVICR(,,,,,
9000010.71,V STANDARD CODES,^AUPNVSC(,,,,,
9000080.11,V IMMUNIZATION DELETED,^AUPDVIMM(,OUTPATIENT PHARMACY,PSO,range_empirical,med,"range=[50.073,9009032.5] anchors=15"
9002313.02,BPS CLAIMS,^BPSC(,E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSC matched prefix=BPS
9002313.03,BPS RESPONSES,^BPSR(,E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSR matched prefix=BPS
9002313.12,BPS LOG,"^BPS(9002313.12,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.15,BPS ASLEEP PAYERS,"^BPS(9002313.15,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.19,BPS NCPDP PATIENT RELATIONSHIP CODE,"^BPS(9002313.19,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.2,BPS NCPDP OTHER PAYER AMT PAID QUAL,"^BPS(9002313.2,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.21,BPS NCPDP PROFESSIONAL SERVICE CODE,"^BPS(9002313.21,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.22,BPS NCPDP RESULT OF SERVICE CODE,"^BPS(9002313.22,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.23,BPS NCPDP REASON FOR SERVICE CODE,"^BPS(9002313.23,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.24,BPS NCPDP DAW CODE,"^BPS(9002313.24,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.25,BPS NCPDP CLARIFICATION CODES,"^BPS(9002313.25,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.26,BPS NCPDP PRIOR AUTHORIZATION TYPE CODE,"^BPS(9002313.26,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.27,BPS NCPDP PATIENT RESIDENCE CODE,"^BPS(9002313.27,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.28,BPS NCPDP PHARMACY SERVICE TYPE,"^BPS(9002313.28,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.29,BPS NCPDP DELAY REASON CODE,"^BPS(9002313.29,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.31,BPS CERTIFICATION,"^BPS(9002313.31,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.32,BPS PAYER RESPONSE OVERRIDES,"^BPS(9002313.32,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.34,BPS NCPDP PRESCRIBER PLACE OF SERVICE,"^BPS(9002313.34,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.35,BPS NCPDP BENEFIT STAGE INDICATOR,"^BPS(9002313.35,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.36,BPS NCPDP LTPAC DISPENSE FREQUENCY,"^BPS(9002313.36,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.37,BPS NCPDP PATIENT PAY COMPONENT QUALIFIER,"^BPS(9002313.37,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.38,BPS NCPDP OTHER PAYER PROGRAM TYPE,"^BPS(9002313.38,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.39,BPS NCPDP COMPOUND PROD ID QUALIFIER,"^BPS(9002313.39,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.4,BPS NCPDP OTHER PHARMACY ID QUALIFIER,"^BPS(9002313.4,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.41,BPS NCPDP OTHER PRESCRIBER ID QUALIFIER,"^BPS(9002313.41,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.42,BPS NCPDP INVALID PROVIDER DATA SOURCE,"^BPS(9002313.42,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.43,BPS NCPDP OTHER PAYER ID QUALIFIER,"^BPS(9002313.43,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.44,BPS NCPDP HELP DESK PHONE NUMBER QUALIFIER,"^BPS(9002313.44,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.45,BPS NCPDP MEDICARE PART D COVERAGE CODE,"^BPS(9002313.45,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.511,BPS NCPDP OVERRIDE,"^BPS(9002313.511,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.56,BPS PHARMACIES,"^BPS(9002313.56,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.57,BPS LOG OF TRANSACTIONS,^BPSTL(,E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSTL matched prefix=BPS
9002313.58,BPS STATISTICS,"^BPSECX(""S"",",E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSECX matched prefix=BPS
9002313.59,BPS TRANSACTION,^BPST(,E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPST matched prefix=BPS
9002313.77,BPS REQUESTS,"^BPS(9002313.77,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.78,BPS INSURER DATA,"^BPS(9002313.78,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9002313.83,BPS RESULT CATEGORY,"^BPSF(9002313.83,",E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSF matched prefix=BPS
9002313.89,BPS ERROR CODES,"^BPSF(9002313.89,",E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSF matched prefix=BPS
9002313.9,BPS NCPDP SEGMENTS,"^BPSF(9002313.9,",E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSF matched prefix=BPS
9002313.91,BPS NCPDP FIELD DEFS,"^BPSF(9002313.91,",E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSF matched prefix=BPS
9002313.92,BPS NCPDP FORMATS,"^BPSF(9002313.92,",E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSF matched prefix=BPS
9002313.93,BPS NCPDP REJECT CODES,"^BPSF(9002313.93,",E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSF matched prefix=BPS
9002313.94,BPS AUTO CLOSE REJECT CODE,^BPSACR(,E CLAIMS MGMT ENGINE,BPS,prefix,med,ns=BPSACR matched prefix=BPS
9002313.99,BPS SETUP,"^BPS(9002313.99,",E CLAIMS MGMT ENGINE,BPS,prefix,high,ns=BPS matched prefix=BPS
9999999.04,IMM MANUFACTURER,^AUTTIMAN(,,,,,
9999999.06,LOCATION,^AUTTLOC(,,,,,
9999999.09,EDUCATION TOPICS,^AUTTEDT(,,,,,
9999999.14,IMMUNIZATION,^AUTTIMM(,,,,,
9999999.15,EXAM,^AUTTEXAM(,,,,,
9999999.17,TREATMENT,^AUTTTRT(,,,,,
9999999.27,PROVIDER NARRATIVE,^AUTNPOV(,,,,,
9999999.28,SKIN TEST,^AUTTSK(,,,,,
9999999.41,IMMUNIZATION LOT,^AUTTIML(,,,,,
9999999.64,HEALTH FACTORS,^AUTTHF(,,,,,
