file_number,label,global_root,candidate_package,candidate_prefix,method,confidence,notes
443.1,IFCAP PURGEMASTER WORKLIST,"^PRC(443.1,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
443.2,IFCAP PURGE PARAMETERS,"^PRC(443.2,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
443.3,IFCAP PURGE INPROCESS,"^PRC(443.3,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
443.75,EDI SENDER,"^PRC(443.75,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
443.76,EDI ERROR CODES,"^PRC(443.76,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
443.9,IFCAP PENDING ARCHIVE,"^PRC(443.9,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
444.0,REQUEST FOR QUOTATION,"^PRC(444,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
444.1,RFQ VENDOR,"^PRC(444.1,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
444.2,SIC CODE,"^PRC(444.2,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
444.21,SIC CODE GROUPS,"^PRC(444.21,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
444.3,RFQ COUNTER,"^PRC(444.3,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
444.4,RFQ EDITING PREFERENCE,"^PRC(444.4,",IFCAP,PRC,prefix,high,ns=PRC matched prefix=PRC
445.5,AUTOMATED SUPPLY STATIONS,"^PRCP(445.5,",GENERIC INVENTORY PACKAGE,PRCP,prefix,high,ns=PRCP matched prefix=PRCP
446.7,CLRS REPORT STORAGE,"^PRCP(446.7,",GENERIC INVENTORY PACKAGE,PRCP,prefix,high,ns=PRCP matched prefix=PRCP
447.1,AUTOMATED SUPPLY STATION PROCESSING QUEUE,"^PRCP(447.1,",GENERIC INVENTORY PACKAGE,PRCP,prefix,high,ns=PRCP matched prefix=PRCP
451.0,POC DAILY TIME RECORDS,"^PRSN(451,",PAID,PRS,prefix,med,ns=PRSN matched prefix=PRS
451.1,NURSE ROLE,"^PRSN(451.1,",PAID,PRS,prefix,med,ns=PRSN matched prefix=PRS
451.4,POC TYPE OF TIME,"^PRSN(451.4,",PAID,PRS,prefix,med,ns=PRSN matched prefix=PRS
451.5,TYPE OF WORK,"^PRSN(451.5,",PAID,PRS,prefix,med,ns=PRSN matched prefix=PRS
451.6,REASON FOR OVERTIME,"^PRSN(451.6,",PAID,PRS,prefix,med,ns=PRSN matched prefix=PRS
451.7,POC DAILY ACTIVITY EXTRACTION,"^PRSN(451.7,",PAID,PRS,prefix,med,ns=PRSN matched prefix=PRS
456.0,PAID PARAMETERS,"^PRST(456,",PAID,PRS,prefix,med,ns=PRST matched prefix=PRS
458.4,PT PHYSICIAN EXTENDED ABSENCE,"^PRST(458.4,",PAID,PRS,prefix,med,ns=PRST matched prefix=PRS
458.6,OVERTIME WARNINGS,"^PRST(458.6,",PAID,PRS,prefix,med,ns=PRST matched prefix=PRS
458.7,PT PHYSICIAN MEMORANDUM,"^PRST(458.7,",PAID,PRS,prefix,med,ns=PRST matched prefix=PRS
458.8,RECESS TRACKING,"^PRST(458.8,",PAID,PRS,prefix,med,ns=PRST matched prefix=PRS
470.4,PATIENT FUNDS CONVERSION DISCREPANCY,"^PRPF(470.4,",INTEGRATED PATIENT FUNDS,PRPF,prefix,high,ns=PRPF matched prefix=PRPF
470.9,PATIENT FUNDS ARCHIVE HISTORY,"^PRPF(470.9,",INTEGRATED PATIENT FUNDS,PRPF,prefix,high,ns=PRPF matched prefix=PRPF
550.0,CMOP SYSTEM,"^PSX(550,",CMOP,PSX,prefix,high,ns=PSX matched prefix=PSX
550.1,CMOP RX QUEUE,"^PSX(550.1,",CMOP,PSX,prefix,high,ns=PSX matched prefix=PSX
550.2,CMOP TRANSMISSION,"^PSX(550.2,",CMOP,PSX,prefix,high,ns=PSX matched prefix=PSX
560.0,VPR SUBSCRIPTION,^VPR(,VIRTUAL PATIENT RECORD,VPR,prefix,high,ns=VPR matched prefix=VPR
560.1,VPR CONTAINER,"^VPRC(560.1,",VIRTUAL PATIENT RECORD,VPR,prefix,med,ns=VPRC matched prefix=VPR
577.0,VDEF EVENT DESCRIPTION,"^VDEFHL7(577,",VDEF,VDEF,prefix,med,ns=VDEFHL7 matched prefix=VDEF
577.4,VDEF EVENT SUBTYPES,"^VDEFHL7(577.4,",VDEF,VDEF,prefix,med,ns=VDEFHL7 matched prefix=VDEF
579.1,VDEF REQUESTOR,"^VDEFHL7(579.1,",VDEF,VDEF,prefix,med,ns=VDEFHL7 matched prefix=VDEF
579.2,VDEF DESTINATION,"^VDEFHL7(579.2,",VDEF,VDEF,prefix,med,ns=VDEFHL7 matched prefix=VDEF
579.3,VDEF REQUEST QUEUE,"^VDEFHL7(579.3,",VDEF,VDEF,prefix,med,ns=VDEFHL7 matched prefix=VDEF
579.5,VDEF PARAMETERS,"^VDEFHL7(579.5,",VDEF,VDEF,prefix,med,ns=VDEFHL7 matched prefix=VDEF
579.6,VDEF CUSTODIAL PACKAGE,"^VDEFHL7(579.6,",VDEF,VDEF,prefix,med,ns=VDEFHL7 matched prefix=VDEF
601.6,MH MULTIPLE SCORING,"^YTT(601.6,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.71,MH TESTS AND SURVEYS,"^YTT(601.71,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.712,MH TEST/SURVEY SPEC,"^YTT(601.712,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.72,MH QUESTIONS,"^YTT(601.72,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.73,MH INTRODUCTIONS,"^YTT(601.73,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.74,MH RESPONSE TYPES,"^YTT(601.74,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.75,MH CHOICES,"^YTT(601.75,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.751,MH CHOICETYPES,"^YTT(601.751,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.76,MH INSTRUMENT CONTENT,"^YTT(601.76,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.77,MH BATTERIES,"^YTT(601.77,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.78,MH BATTERY CONTENTS,"^YTT(601.78,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.781,MH BATTERY USERS,"^YTT(601.781,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.79,MH SKIPPED QUESTIONS,"^YTT(601.79,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.81,MH SECTIONS,"^YTT(601.81,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.82,MH RULES,"^YTT(601.82,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.83,MH INSTRUMENTRULES,"^YTT(601.83,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.84,MH ADMINISTRATIONS,"^YTT(601.84,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.844,MH ADMINISTRATION SOURCE,"^YTT(601.844,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.85,MH ANSWERS,"^YTT(601.85,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.86,MH SCALEGROUPS,"^YTT(601.86,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.87,MH SCALES,"^YTT(601.87,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.88,MH DISPLAY,"^YTT(601.88,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.89,MH CHOICEIDENTIFIERS,"^YTT(601.89,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.91,MH SCORING KEYS,"^YTT(601.91,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.92,MH RESULTS,"^YTT(601.92,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.93,MH REPORT,"^YTT(601.93,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.94,MH CR SCRATCH,"^YTT(601.94,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.95,MH INSTRUMENT EXCHANGE,"^YTT(601.95,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.96,MH STAGED DOCUMENTS,"^YTT(601.96,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
601.97,MH INSTRUMENT CATEGORY,"^YTT(601.97,",PSYCHODIAGNOSTICS,YT,prefix,med,ns=YTT matched prefix=YT
603.01,CLOZAPINE PATIENT LIST,"^YSCL(603.01,",MENTAL HEALTH,YS,prefix,med,ns=YSCL matched prefix=YS
603.02,CLOZAPINE LAB TEST,"^YSCL(603.02,",MENTAL HEALTH,YS,prefix,med,ns=YSCL matched prefix=YS
603.03,CLOZAPINE PARAMETERS,"^YSCL(603.03,",MENTAL HEALTH,YS,prefix,med,ns=YSCL matched prefix=YS
603.04,CLOZAPINE TESTS,"^YSCL(603.04,",MENTAL HEALTH,YS,prefix,med,ns=YSCL matched prefix=YS
603.05,CLOZAPINE HL7 TRANSMISSION,"^YSCL(603.05,",MENTAL HEALTH,YS,prefix,med,ns=YSCL matched prefix=YS
604.0,ADDICTION SEVERITY INDEX,"^YSTX(604,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.26,ASI PROGRAM TYPE,"^YSTX(604.26,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.3,ASI LEGAL CODE,"^YSTX(604.3,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.4,ASI LIVING ARRANGEMENTS,"^YSTX(604.4,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.45,ASI PATIENT RATING SCALE,"^YSTX(604.45,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.48,ASI ROUTE OF ADMINISTRATION,"^YSTX(604.48,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.5,ASI FAMILY HX CODES,"^YSTX(604.5,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.55,ASI FOLLOW UP,"^YSTX(604.55,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.66,ASI QUICK FORM,"^YSTX(604.66,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.68,ASI NARRATIVE,"^YSTX(604.68,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.77,ASI SUBSTANCE CODE,"^YSTX(604.77,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
604.8,ASI PARAMETERS,"^YSTX(604.8,",MENTAL HEALTH,YS,prefix,med,ns=YSTX matched prefix=YS
605.1,MH DASHBOARD WIDGET,"^YSD(605.1,",MENTAL HEALTH,YS,prefix,med,ns=YSD matched prefix=YS
631.1,HBHC REJECT/WITHDRAW REASON,"^HBHC(631.1,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
631.2,HBHC EXPRESSIVE COMMUNICATION,"^HBHC(631.2,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
631.3,HBHC RECEPTIVE COMMUNICATION,"^HBHC(631.3,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
631.4,HBHC PROVIDER,"^HBHC(631.4,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
631.6,HBHC CLINIC,"^HBHC(631.6,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
631.7,HBHC PERIOD OF SERVICE,"^HBHC(631.7,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
631.8,HBHC VALID STATE CODE,"^HBHC(631.8,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
631.9,HBHC SYSTEM PARAMETERS,"^HBHC(631.9,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
632.0,HBHC VISIT,"^HBHC(632,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
633.0,HBHC TEAM,"^HBHC(633,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
633.1,HBHC ERROR MESSAGES FOR VISITS,"^HBHC(633.1,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
633.2,HBHC MEDICAL FOSTER HOME,"^HBHC(633.2,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
634.0,HBHC TRANSMIT,"^HBHC(634,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
634.1,HBHC EVALUATION/ADMISSION ERROR(S),"^HBHC(634.1,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
634.2,HBHC VISIT ERROR(S),"^HBHC(634.2,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
634.3,HBHC DISCHARGE ERROR(S),"^HBHC(634.3,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
634.4,HBHC FORM 6 CORRECTIONS,"^HBHC(634.4,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
634.5,HBHC PSEUDO SSN ERROR(S),"^HBHC(634.5,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
634.6,HBHC TRANSMIT HISTORY,"^HBHC(634.6,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
634.7,HBHC MEDICAL FOSTER HOME ERROR(S),"^HBHC(634.7,",HOSPITAL BASED HOME CARE,HBH,prefix,med,ns=HBHC matched prefix=HBH
661.1,PROSTHETIC HCPCS,"^RMPR(661.1,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.11,PROSTHETICS HCPCS ITEM MASTER FILE,"^RMPR(661.11,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.2,PROS STOCK ITEM RECORD,"^RMPR(661.2,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.3,PROS ITEM LOCATION,"^RMPR(661.3,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.4,HCPCS INVENTORY,"^RMPR(661.4,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.41,HCPCS INVENTORY ORDER AND REORDER,"^RMPR(661.41,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.5,PROSTHETIC STOCK LOCATION,"^RMPR(661.5,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.6,PROSTHETIC INVENTORY TRANSACTION,"^RMPR(661.6,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.63,PROSTHETIC TRANSACTION PATIENT ISSUE,"^RMPR(661.63,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.69,PROSTHETIC INVENTORY GAIN/LOSS,"^RMPR(661.69,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.7,PROSTHETIC CURRENT STOCK,"^RMPR(661.7,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.8,VENDOR PRODUCT HCPCS MAP,"^RMPR(661.8,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
661.9,PROSTHETICS HCPCS RUNNING BALANCE,"^RMPR(661.9,",PROSTHETICS,RMPR,prefix,high,ns=RMPR matched prefix=RMPR
665.72,HOME OXYGEN TRANSACTIONS FILE,"^RMPO(665.72,",REHAB MEDICINE,RM,prefix,med,ns=RMPO matched prefix=RM
690.7,Instrument HL7 Coding,"^MCAR(690.7,",MEDICINE/CARDIOLOGY,MCAR,prefix,high,ns=MCAR matched prefix=MCAR
690.97,MCQ POLLING,"^MCAR(690.97,",MEDICINE/CARDIOLOGY,MCAR,prefix,high,ns=MCAR matched prefix=MCAR
690.99,*NEW PERSON CONVERSION,"^MCAR(690.99,",MEDICINE/CARDIOLOGY,MCAR,prefix,high,ns=MCAR matched prefix=MCAR
702.0,CP TRANSACTION,"^MDD(702,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDD matched prefix=MD
702.001,CP_TRANSACTION_TIU_HISTORY,"^MDD(702.001,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDD matched prefix=MD
702.01,CP DEFINITION,"^MDS(702.01,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDS matched prefix=MD
702.09,CP INSTRUMENT,"^MDS(702.09,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDS matched prefix=MD
703.1,CP RESULT REPORT,"^MDD(703.1,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDD matched prefix=MD
703.9,CP CONVERSION,"^MDD(703.9,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDD matched prefix=MD
704.001,CP_CONSOLE_ACL,"^MDC(704.001,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.002,CP_HL7_LOG,"^MDC(704.002,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.004,CP_HL7_LOG_REASON,"^MDC(704.004,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.005,CP_MOVEMENT_AUDIT,"^MDC(704.005,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.006,CP_PROTOCOL_LOCATION,"^MDC(704.006,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.007,CP_SHIFT,"^MDC(704.007,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.008,CP_SCHEDULE,"^MDC(704.008,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.101,TERM,"^MDC(704.101,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.102,TERM_TYPE,"^MDC(704.102,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.103,TERM_QUALIFIER_PAIR,"^MDC(704.103,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.104,TERM_UNIT_CONVERSION,"^MDC(704.104,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.105,TERM_UNIT_PAIR,"^MDC(704.105,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.106,TERM_CHILD_PAIR,"^MDC(704.106,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.107,TERM_RANGE_CHECK,"^MDC(704.107,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.108,TERM_MAPPING_TABLE,"^MDC(704.108,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.109,TERM_MAPPING_PAIR,"^MDC(704.109,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.111,OBS_VIEW,"^MDC(704.111,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1111,OBS_VIEW_TERMINOLOGY,"^MDC(704.1111,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1112,OBS_VIEW_FILTER,"^MDC(704.1112,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.112,OBS_FLOWSHEET,"^MDC(704.112,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1121,OBS_FLOWSHEET_PAGE,"^MDC(704.1121,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1122,OBS_FLOWSHEET_SUPP_PAGE,"^MDC(704.1122,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1123,OBS_FLOWSHEET_TOTAL,"^MDC(704.1123,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.113,OBS_TOTAL,"^MDC(704.113,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1131,OBS_TOTAL_TERMINOLOGY,"^MDC(704.1131,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.115,OBS_ALARM,"^MDC(704.115,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.116,OBS_SET,"^MDC(704.116,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1161,OBS_SET_OBS_PAIR,"^MDC(704.1161,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.117,OBS,"^MDC(704.117,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.118,OBS_QUALIFIER,"^MDC(704.118,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.119,OBS_AUDIT,"^MDC(704.119,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.121,CP_KARDEX_ACTION,"^MDC(704.121,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1211,CP_KARDEX_EVENTS,"^MDC(704.1211,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.1212,CP_KARDEX_AUDIT,"^MDC(704.1212,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDC matched prefix=MD
704.201,HEMODIALYSIS ACCESS POINTS,"^MDK(704.201,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDK matched prefix=MD
704.202,HEMODIALYSIS STUDY,"^MDK(704.202,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDK matched prefix=MD
704.209,HEMODIALYSIS SETTINGS,"^MDK(704.209,",CLINICAL PROCEDURES,MD,prefix,med,ns=MDK matched prefix=MD
711.0,1010EZ MAPPING,"^EAS(711,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
712.0,1010EZ HOLDING,"^EAS(712,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
712.5,GMT THRESHOLDS,"^EAS(712.5,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
712.6,GMT MSA CODE,"^EAS(712.6,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
713.0,EAS MT PARAMETERS,"^EAS(713,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
713.1,EAS MT PATIENT STATUS,"^EAS(713.1,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
713.2,EAS MT LETTER STATUS,"^EAS(713.2,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
713.3,EAS MT LETTERS,"^EAS(713.3,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
714.1,LTC CO-PAY EXEMPTION,"^EAS(714.1,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,high,ns=EAS matched prefix=EAS
714.5,EAS LTC MONTHLY MAX CALCULATIONS,"^EASPFS(714.5,",ENROLLMENT APPLICATION SYSTEM,EAS,prefix,med,ns=EASPFS matched prefix=EAS
720.1,EVENT CAPTURE LOG,"^EC(720.1,",EVENT CAPTURE,EC,prefix,high,ns=EC matched prefix=EC
720.3,EC EVENT CODE SCREENS,^ECJ(,EVENT CAPTURE,EC,prefix,med,ns=ECJ matched prefix=EC
720.4,EC PROCEDURE REASON,^ECR(,EVENT CAPTURE,EC,prefix,med,ns=ECR matched prefix=EC
720.5,EC EVENT CODE SCREENS/PROC REASON LINK,^ECL(,EVENT CAPTURE,EC,prefix,med,ns=ECL matched prefix=EC
721.0,EVENT CAPTURE PATIENT,^ECH(,EVENT CAPTURE,EC,prefix,med,ns=ECH matched prefix=EC
722.0,EVENT CAPTURE PROVIDER,"^EC(722,",EVENT CAPTURE,EC,prefix,high,ns=EC matched prefix=EC
724.0,DSS UNIT,^ECD(,EVENT CAPTURE,EC,prefix,med,ns=ECD matched prefix=EC
725.0,EC NATIONAL PROCEDURE,"^EC(725,",EVENT CAPTURE,EC,prefix,high,ns=EC matched prefix=EC
726.0,EVENT CAPTURE CATEGORY,"^EC(726,",EVENT CAPTURE,EC,prefix,high,ns=EC matched prefix=EC
727.1,EXTRACT DEFINITIONS,"^ECX(727.1,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.2,DSS LAB TESTS,"^ECX(727.2,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.29,DSS LOINC FILE,"^ECX(727.29,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.3,DSS DIVISION IDENTIFIER,"^ECX(727.3,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.4,DSS WARD,"^ECX(727.4,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.5,DSS MH TESTS,"^ECX(727.5,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.7,LAB RESULTS TRANSLATION,"^ECX(727.7,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.802,ADMISSION EXTRACT,"^ECX(727.802,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.804,CLINIC NOSHOW EXTRACT,"^ECX(727.804,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.805,NURSING EXTRACT,"^ECX(727.805,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.806,DENTAL EXTRACT,"^ECX(727.806,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.808,PHYSICAL MOVEMENT EXTRACT,"^ECX(727.808,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.809,UNIT DOSE LOCAL EXTRACT,"^ECX(727.809,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.81,PRESCRIPTION EXTRACT,"^ECX(727.81,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.811,SURGERY EXTRACT,"^ECX(727.811,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.812,MENTAL HEALTH EXTRACT,"^ECX(727.812,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.813,LABORATORY EXTRACT,"^ECX(727.813,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
