file_number,label,global_root,field_count,package_name,package_prefix
396.27,2507 CLAIM TYPE,"^DVB(396.27,",1,,
396.3,2507 REQUEST,"^DVB(396.3,",49,AUTOMATED MED INFO EXCHANGE,DVBA
396.33,2507 STATUS,"^DVB(396.33,",2,,
396.4,2507 EXAM,"^DVB(396.4,",34,AUTOMATED MED INFO EXCHANGE,DVBA
396.45,2507 EXAM CONTRACTORS,"^DVB(396.45,",10,,
396.5,2507 CANCELLATION REASON,"^DVB(396.5,",3,AUTOMATED MED INFO EXCHANGE,DVBA
396.55,2507 REROUTE CODE,"^DVB(396.55,",2,,
396.6,AMIE EXAM,"^DVB(396.6,",7,AUTOMATED MED INFO EXCHANGE,DVBA
396.7,2507 BODY SYSTEM,"^DVB(396.7,",2,AUTOMATED MED INFO EXCHANGE,DVBA
396.9,FORM 28-8861,"^DVB(396.9,",19,,
396.918,MEDICAL SERVICES REQUESTED,"^DVB(396.918,",1,,
396.94,2507 INSUFFICIENT REASONS,"^DVB(396.94,",4,AUTOMATED MED INFO EXCHANGE,DVBA
396.95,AMIE C&P EXAM TRACKING,"^DVB(396.95,",8,AUTOMATED MED INFO EXCHANGE,DVBA
399.0,BILL/CLAIMS,"^DGCR(399,",264,UB-82 BILLING,DGCR
399.1,MCCR UTILITY,"^DGCR(399.1,",22,UB-82 BILLING,DGCR
399.2,REVENUE CODE,"^DGCR(399.2,",5,UB-82 BILLING,DGCR
399.3,RATE TYPE,"^DGCR(399.3,",13,UB-82 BILLING,DGCR
399.4,MCCR INCONSISTENT DATA ELEMENTS,"^DGCR(399.4,",2,UB-82 BILLING,DGCR
399.5,BILLING RATES,"^DGCR(399.5,",7,INTEGRATED BILLING,IB
399.6,CMN FORM TYPES,"^IBE(399.6,",4,,
401.0,PAID EXTRACT,"^PRCM(401,",79,,
403.35,SCHEDULING USER PREFERENCE,"^SCRS(403.35,",2,,
403.43,SCHEDULING EVENT,"^SD(403.43,",5,,
403.44,SCHEDULING REASON,"^SD(403.44,",5,,
403.46,STANDARD POSITION,"^SD(403.46,",5,,
403.47,TEAM PURPOSE,"^SD(403.47,",2,,
403.5,RECALL REMINDERS,"^SD(403.5,",16,,
403.51,RECALL REMINDERS APPT TYPE,"^SD(403.51,",2,,
403.52,RECALL REMINDERS LETTERS,"^SD(403.52,",2,,
403.53,RECALL REMINDERS PARAMETERS,"^SD(403.53,",4,,
403.54,RECALL REMINDERS PROVIDERS,"^SD(403.54,",7,,
403.55,RECALL REMINDERS TEAM,"^SD(403.55,",4,,
403.56,RECALL REMINDERS REMOVED,"^SD(403.56,",19,,
404.41,OUTPATIENT PROFILE,"^SCPT(404.41,",13,,
404.42,PATIENT TEAM ASSIGNMENT,"^SCPT(404.42,",13,,
404.43,PATIENT TEAM POSITION ASSIGNMENT,"^SCPT(404.43,",16,,
404.44,PCMM PARAMETER,"^SCTM(404.44,",11,,
404.45,PCMM SERVER PATCH,"^SCTM(404.45,",4,,
404.46,PCMM CLIENT PATCH,"^SCTM(404.46,",4,,
404.471,PCMM HL7 TRANSMISSION LOG,"^SCPT(404.471,",10,,
404.472,PCMM HL7 ERROR CODE,"^SCPT(404.472,",5,,
404.48,PCMM HL7 EVENT,"^SCPT(404.48,",7,,
404.49,PCMM HL7 ID,"^SCPT(404.49,",2,,
404.51,TEAM,"^SCTM(404.51,",19,SDYP PRIMARY CARE FIELDS,SDYP
404.52,POSITION ASSIGNMENT HISTORY,"^SCTM(404.52,",16,,
404.53,PRECEPTOR ASSIGNMENT HISTORY,"^SCTM(404.53,",8,,
404.54,PCMM PATIENT EVENTS,"^SCPT(404.54,",4,,
404.56,TEAM AUTOLINK,"^SCTM(404.56,",2,,
404.57,TEAM POSITION,"^SCTM(404.57,",37,,
404.58,TEAM HISTORY,"^SCTM(404.58,",4,,
404.59,TEAM POSITION HISTORY,"^SCTM(404.59,",4,,
404.61,MH PCMM STOP CODES,"^SCTM(404.61,",2,,
404.91,SCHEDULING PARAMETER,"^SD(404.91,",39,,
404.92,SCHEDULING REPORT DEFINITION,"^SD(404.92,",6,,
404.93,SCHEDULING REPORT FIELDS DEFINITION,"^SD(404.93,",3,,
404.94,SCHEDULING REPORT GROUP,"^SD(404.94,",3,,
404.95,SCHEDULING REPORT QUERY TEMPLATE,"^SD(404.95,",8,,
404.98,SCHEDULING CONVERSION SPECIFICATION TEMPLATE,"^SD(404.98,",33,,
405.0,PATIENT MOVEMENT,^DGPM(,58,REGISTRATION,DG
405.1,FACILITY MOVEMENT TYPE,"^DG(405.1,",8,REGISTRATION,DG
405.2,MAS MOVEMENT TYPE,"^DG(405.2,",12,REGISTRATION,DG
405.3,MAS MOVEMENT TRANSACTION TYPE,"^DG(405.3,",1,REGISTRATION,DG
405.4,ROOM-BED,"^DG(405.4,",5,REGISTRATION,DG
405.5,MAS OUT-OF-SERVICE,"^DG(405.5,",2,REGISTRATION,DG
405.6,ROOM-BED DESCRIPTION,"^DG(405.6,",1,REGISTRATION,DG
406.41,LODGING REASON,"^DG(406.41,",1,REGISTRATION,DG
407.5,LETTER,"^VA(407.5,",6,SCHEDULING,SD
407.6,LETTER TYPE,"^VA(407.6,",3,SCHEDULING,SD
407.7,TRANSMISSION ROUTERS,"^VAT(407.7,",4,REGISTRATION,DG
408.0,DISCRETIONARY WORKLOAD,"^VAT(408,",15,REGISTRATION,DG
408.11,RELATIONSHIP,"^DG(408.11,",5,REGISTRATION,DG
408.12,PATIENT RELATION,"^DGPR(408.12,",4,REGISTRATION,DG
408.13,INCOME PERSON,"^DGPR(408.13,",15,REGISTRATION,DG
408.21,INDIVIDUAL ANNUAL INCOME,"^DGMT(408.21,",49,REGISTRATION,DG
408.22,INCOME RELATION,"^DGMT(408.22,",19,REGISTRATION,DG
408.31,ANNUAL MEANS TEST,"^DGMT(408.31,",46,REGISTRATION,DG
408.32,MEANS TEST STATUS,"^DG(408.32,",8,REGISTRATION,DG
408.33,TYPE OF TEST,"^DG(408.33,",2,REGISTRATION,DG
408.34,SOURCE OF INCOME TEST,"^DG(408.34,",3,INCOME VERIFICATION MATCH,IVM
408.41,MEANS TEST CHANGES,"^DGMT(408.41,",11,REGISTRATION,DG
408.42,MEANS TEST CHANGES TYPE,"^DG(408.42,",2,REGISTRATION,DG
408.43,PATIENT REGISTRATION ONLY REASON,"^DG(408.43,",3,,
409.1,APPOINTMENT TYPE,"^SD(409.1,",8,SCHEDULING,SD
409.2,CANCELLATION REASONS,"^SD(409.2,",6,SCHEDULING,SD
409.3,SD WAIT LIST,"^SDWL(409.3,",56,SCHEDULING,SD
409.31,SD WL SERVICE/SPECIALTY,"^SDWL(409.31,",2,,
409.32,SD WL CLINIC LOCATION,"^SDWL(409.32,",6,,
409.35,SDWL TRANSFER REQUEST,"^SDWL(409.35,",8,,
409.36,SDWL TRANSFER ACCEPT,"^SDWL(409.36,",29,,
409.39,EWL CLEAN-UP,"^SDWL(409.39,",11,,
409.41,OUTPATIENT CLASSIFICATION TYPE,"^SD(409.41,",12,SCHEDULING,SD
409.42,OUTPATIENT CLASSIFICATION,"^SDD(409.42,",3,SCHEDULING,SD
409.43,OUTPATIENT DIAGNOSIS,"^SDD(409.43,",3,SCHEDULING,SD
409.44,OUTPATIENT PROVIDER,"^SDD(409.44,",3,SCHEDULING,SD
409.45,OUTPATIENT CLASSIFICATION STOP CODE EXCEPTION,"^SD(409.45,",2,SCHEDULING,SD
409.48,SDSC SERVICE CONNECTED CHANGES,"^SDSC(409.48,",14,,
409.5,SCHEDULING VISITS,^SDV(,7,SCHEDULING,SD
409.55,APPOINTMENT PFSS ACCOUNT REFERENCE,"^SD(409.55,",5,,
409.6,PATIENT APPOINTMENT INFO LOG,"^SDWL(409.6,",9,,
409.61,LIST TEMPLATE,"^SD(409.61,",23,LIST MANAGER,VALM
409.62,APPOINTMENT GROUP,"^SD(409.62,",3,SCHEDULING,SD
409.63,APPOINTMENT STATUS,"^SD(409.63,",8,SCHEDULING,SD
409.64,QUERY OBJECT,"^SD(409.64,",10,,
409.65,APPOINTMENT STATUS UPDATE LOG,"^SDD(409.65,",5,SCHEDULING,SD
409.66,APPOINTMENT TRANSACTION TYPE,"^SD(409.66,",3,SCHEDULING,SD
409.67,CLINIC GROUP,"^SD(409.67,",2,,
409.68,OUTPATIENT ENCOUNTER,^SCE(,25,,
409.73,TRANSMITTED OUTPATIENT ENCOUNTER,"^SD(409.73,",18,,
409.74,DELETED OUTPATIENT ENCOUNTER,"^SD(409.74,",4,,
409.75,TRANSMITTED OUTPATIENT ENCOUNTER ERROR,"^SD(409.75,",3,,
409.76,TRANSMITTED OUTPATIENT ENCOUNTER ERROR CODE,"^SD(409.76,",6,,
409.77,ACRP TRANSMISSION HISTORY,"^SD(409.77,",11,,
409.81,SDEC APPLICATION,"^SDEC(409.81,",3,SCHEDULING,SD
409.822,SDEC ACCESS GROUP,"^SDEC(409.822,",1,,
409.823,SDEC ACCESS TYPE,"^SDEC(409.823,",8,,
409.824,SDEC ACCESS GROUP TYPE,"^SDEC(409.824,",2,,
409.831,SDEC RESOURCE,"^SDEC(409.831,",16,,
409.832,SDEC RESOURCE GROUP,"^SDEC(409.832,",3,,
409.833,SDEC RESOURCE USER,"^SDEC(409.833,",6,,
409.834,SDEC ADDITIONAL RESOURCE,"^SDEC(409.834,",2,,
409.84,SDEC APPOINTMENT,"^SDEC(409.84,",37,,
409.842,SDEC CHECK-IN STEP STATUS,"^SDEC(409.842,",1,,
409.845,SDEC PREFERENCES AND SPECIAL NEEDS,"^SDEC(409.845,",2,,
409.85,SDEC APPT REQUEST,"^SDEC(409.85,",53,,
409.853,SDEC DISPOSITION REASON,"^SDEC(409.853,",1,,
409.86,SDEC CONTACT,"^SDEC(409.86,",8,,
409.87,SDEC CONSULT PID HISTORY,"^SDEC(409.87,",3,,
409.88,SDEC CANCELLATION COMMENT,"^SDEC(409.88,",3,,
409.89,SDEC STOP CODE,"^SDEC(409.89,",4,,
409.91,ACRP REPORT TEMPLATE,"^SDD(409.91,",8,,
409.92,ACRP REPORT TEMPLATE PARAMETER,"^SD(409.92,",17,,
409.93,SDES ERROR CODES,"^SDEC(409.93,",3,,
409.94,SDEC SUBSPECIALTY,"^SDEC(409.94,",4,,
409.95,PRINT MANAGER CLINIC SETUP,"^SD(409.95,",12,INTEGRATED BILLING,IB
409.96,PRINT MANAGER DIVISION SETUP,"^SD(409.96,",2,INTEGRATED BILLING,IB
409.97,SD Audit Statistics,^SDAUDIT(,16,,
409.98,SDEC SETTINGS,"^SDEC(409.98,",8,,
410.0,CONTROL POINT ACTIVITY,"^PRCS(410,",120,IFCAP,PRC
410.1,TRANSACTION NUMBER,"^PRCS(410.1,",4,IFCAP,PRC
410.2,CLASSIFICATION OF REQUEST,"^PRCS(410.2,",2,IFCAP,PRC
410.3,REPETITIVE ITEM LIST,"^PRCS(410.3,",9,IFCAP,PRC
410.4,SUB-CONTROL POINT,"^PRCS(410.4,",3,IFCAP,PRC
410.5,CPA FORM TYPE,"^PRCS(410.5,",2,IFCAP,PRC
410.6,DELIVERY SCHEDULE,"^PRCS(410.6,",7,IFCAP,PRC
410.7,SORT GROUP,"^PRCS(410.7,",2,IFCAP,PRC
410.8,DELIVERY POINT,"^PRCS(410.8,",1,IFCAP,PRC
410.9,AUTHORITY OF REQUEST,"^PRCS(410.9,",7,,
411.0,ADMIN. ACTIVITY SITE PARAMETER,"^PRC(411,",53,IFCAP,PRC
411.2,FACILITY TYPE (TEMPORARY),"^PRC(411.2,",3,IFCAP,PRC
411.3,IFCAP CONVERSION DISCREPANCY,"^PRC(411.3,",13,IFCAP,PRC
411.4,IFCAP CONVERSION ERROR,"^PRC(411.4,",3,IFCAP,PRC
411.5,IFCAP PARAMETERS,"^PRC(411.5,",3,,
413.0,EQUIPMENT REQUEST,"^PRCN(413,",91,,
413.1,TURN-IN REQUEST,"^PRCN(413.1,",18,,
413.2,EQUIPMENT COMMITTEE,"^PRCN(413.2,",4,,
413.3,CONCURRING OFFICIALS,"^PRCN(413.3,",2,,
413.4,SPECIAL HANDLING CODES,"^PRCN(413.4,",2,,
413.5,NX STATUS,"^PRCN(413.5,",3,,
413.7,COUNTER,"^PRCN(413.7,",2,,
414.02,DYNAMED IFCAP INTERFACE AUDIT,"^PRCV(414.02,",14,,
414.03,COTS INVENTORY SUBSCRIPTION CONTROL,"^PRCV(414.03,",7,,
414.04,RECORD CHECKSUM,"^PRCV(414.04,",4,,
414.06,IFCAP/ECMS TRANSACTION,"^PRCV(414.06,",5,,
414.07,IFCAP/ECMS EVENT TYPE,"^PRCV(414.07,",3,,
417.0,FMS TRANSACTIONS,"^PRCS(417,",24,IFCAP,PRC
417.1,FMS EXCEPTIONS,"^PRCS(417.1,",23,IFCAP,PRC
420.0,FUND CONTROL POINT,"^PRC(420,",13,IFCAP,PRC
420.1,COST CENTER,"^PRCD(420.1,",6,IFCAP,PRC
420.13,PRCD SD PROGRAM,"^PRCD(420.13,",4,IFCAP,PRC
420.131,PRCD SD FCP/PRJ,"^PRCD(420.131,",4,IFCAP,PRC
420.132,PRCD SD OBJECT CLASS,"^PRCD(420.132,",4,IFCAP,PRC
420.133,PRCD SD JOB,"^PRCD(420.133,",4,IFCAP,PRC
420.134,PRCD SD REPORTING CATEGORY,"^PRCD(420.134,",4,IFCAP,PRC
420.135,PRCD SD REVENUE SOURCE,"^PRCD(420.135,",4,IFCAP,PRC
420.136,PRCD SD SUB-REV SOURCE,"^PRCD(420.136,",4,IFCAP,PRC
420.137,PRCD SD SUB-OBJ,"^PRCD(420.137,",4,IFCAP,PRC
420.138,PRCD SD FMS SECURITY,"^PRCD(420.138,",4,IFCAP,PRC
420.14,PRCD FUND,"^PRCD(420.14,",7,IFCAP,PRC
420.141,PRCD FMS SUB-ALLOWANCE ACCOUNT,"^PRCD(420.141,",2,IFCAP,PRC
420.15,PRCD SD ADMINISTRATIVE OFFICE,"^PRCD(420.15,",4,IFCAP,PRC
420.16,PRCD SD DOCUMENT TYPE,"^PRCD(420.16,",4,IFCAP,PRC
420.17,PRCD SD DOCUMENT DATA ELEMENT,"^PRCD(420.17,",4,IFCAP,PRC
420.18,PRCD REQUIRED FIELDS,"^PRCD(420.18,",4,IFCAP,PRC
420.19,PRCD STANDARD DICTIONARY,"^PRCD(420.19,",6,IFCAP,PRC
420.1999,PRCD SD STATUS,"^PRCD(420.1999,",4,IFCAP,PRC
420.2,BUDGET OBJECT CODE,"^PRCD(420.2,",5,IFCAP,PRC
420.3,PRCD FUND/APPROPRIATION CODE,"^PRCD(420.3,",8,IFCAP,PRC
420.4,CALM/LOG TRANSACTIONS CODE LIST,"^PRCD(420.4,",9,IFCAP,PRC
420.5,UNIT OF ISSUE,"^PRCD(420.5,",3,IFCAP,PRC
420.51,REASON NOT COMPETED,"^PRCD(420.51,",4,,
420.52,SOLICITATION PROCEDURE,"^PRCD(420.52,",4,,
420.53,EXTENT COMPETED,"^PRCD(420.53,",4,,
420.54,EVALUATED PREFERENCE,"^PRCD(420.54,",4,,
420.55,EPA DESIGNATED PRODUCT,"^PRCD(420.55,",4,,
420.6,CODE INDEX,"^PRCD(420.6,",7,IFCAP,PRC
420.7,BUDGET DISTRIBUTION CODES,"^PRCF(420.7,",4,IFCAP,PRC
420.8,SOURCE CODE,"^PRCD(420.8,",5,IFCAP,PRC
420.9,INTERMEDIATE PRODUCT,"^PRCD(420.9,",3,IFCAP,PRC
420.92,PRCU IFCAP/FMS CONVERSION,"^PRCU(420.92,",9,IFCAP,PRC
420.96,IFCAP/FMS OBLIGATION RECONCILIATION REPORT,"^PRCU(420.96,",8,IFCAP,PRC
420.97,IFCAP/FMS FCP RECONCILIATION MESSAGE,"^PRCU(420.97,",5,IFCAP,PRC
420.98,IFCAP/FMS FCP RECONCILIATION REPORT,"^PRCU(420.98,",4,IFCAP,PRC
420.99,IFCAP TEMP FCP SNAPSHOT,"^PRCU(420.99,",11,IFCAP,PRC
420.9999,PRCD SD STANDARD FOR COPYING,"^PRCD(420.9999,",6,IFCAP,PRC
421.0,FUND DISTRIBUTION,"^PRCF(421,",67,IFCAP,PRC
421.1,MULTIPLE DISTRIBUTION,"^PRCF(421.1,",5,IFCAP,PRC
421.2,CALM/LOG TRANSMISSION RECORD,"^PRCF(421.2,",20,IFCAP,PRC
421.3,CALM ERROR MESSAGES,"^PRCF(421.3,",3,IFCAP,PRC
421.4,FISCAL LOCK,"^PRCF(421.4,",4,IFCAP,PRC
421.5,INVOICE TRACKING,"^PRCF(421.5,",75,IFCAP,PRC
421.6,FUND DISTRIBUTION (TEMP TRANS),"^PRCF(421.6,",26,IFCAP,PRC
421.7,INVOICE DLN COUNTER,"^PRCF(421.7,",3,IFCAP,PRC
421.8,FISCAL STACKED DOCUMENTS,"^PRC(421.8,",9,IFCAP,PRC
421.9,INVOICE PARTIAL COUNTER,"^PRCF(421.9,",2,IFCAP,PRC
422.0,CALM/LOG TEMPLATE MAPS,"^PRCD(422,",3,IFCAP,PRC
422.2,COUNTER,"^PRCF(422.2,",2,IFCAP,PRC
423.0,CALM/LOG CODE SHEET,"^PRCF(423,",360,IFCAP,PRC
423.4,ISMS REASON CODES,"^PRCF(423.4,",3,IFCAP,PRC
423.5,PRC IFCAP MESSAGE ROUTER,"^PRCF(423.5,",4,IFCAP,PRC
423.6,ISMS/FMS TRANS,"^PRCF(423.6,",5,IFCAP,PRC
423.9,CALM/LOG BATCH TYPE,"^PRCF(423.9,",8,IFCAP,PRC
424.0,1358 DAILY RECORD,"^PRC(424,",19,IFCAP,PRC
424.1,1358 AUTHORIZATION DETAIL,"^PRC(424.1,",12,IFCAP,PRC
430.0,ACCOUNTS RECEIVABLE,"^PRCA(430,",228,ACCOUNTS RECEIVABLE,PRCA
430.2,ACCOUNTS RECEIVABLE CATEGORY,"^PRCA(430.2,",22,ACCOUNTS RECEIVABLE,PRCA
430.3,ACCOUNTS RECEIVABLE TRANS.TYPE,"^PRCA(430.3,",8,ACCOUNTS RECEIVABLE,PRCA
430.5,AR RETURN REASON CODE,"^PRCA(430.5,",3,,
430.6,AR DEBT LIST,"^PRCA(430.6,",4,ACCOUNTS RECEIVABLE,PRCA
430.7,AR DEBT COLLECTOR DATA,"^PRCA(430.7,",5,,
430.8,AR ARCHIVE,"^PRCAK(430.8,",5,ACCOUNTS RECEIVABLE,PRCA
433.0,AR TRANSACTION,"^PRCA(433,",56,ACCOUNTS RECEIVABLE,PRCA
433.001,AR SUSPENSION TYPES,"^PRCA(433.001,",3,,
436.1,AR MEDICARE DEDUCTIBLE ALERTS PART A,"^PRCA(436.1,",14,,
440.0,VENDOR,"^PRC(440,",79,IFCAP,PRC
440.2,DIRECT DELIVERY PATIENTS,"^PRC(440.2,",8,IFCAP,PRC
440.3,VENDOR EDIT,"^PRC(440.3,",86,IFCAP,PRC
440.4,MANUFACTURER,"^PRC(440.4,",4,,
440.45,SOURCE MFG/STOCK NUMBER,"^PRC(440.45,",3,,
440.5,PURCHASE CARD INFORMATION,"^PRC(440.5,",31,,
440.6,PURCHASE CARD ORDER RECONCILE,"^PRCH(440.6,",41,,
440.7,MONTHLY ACCRUAL,"^PRCH(440.7,",8,,
440.8,PRCH AFC CHARGE TRANSMISSION LOG,"^PRCH(440.8,",7,,
441.0,ITEM MASTER,"^PRC(441,",35,IFCAP,PRC
441.2,FEDERAL SUPPLY CLASSIFICATION,"^PRC(441.2,",6,IFCAP,PRC
441.3,FSC GROUP TITLES,"^PRC(441.3,",2,IFCAP,PRC
441.4,DLA/LOG CODES,"^PRCD(441.4,",4,IFCAP,PRC
441.6,TYPE OF REQUISITION AMENDMENT,"^PRCD(441.6,",5,IFCAP,PRC
441.7,AMENDMENTS TO DELIVERY SCHEDULES,"^PRC(441.7,",7,IFCAP,PRC
442.0,PROCUREMENT & ACCOUNTING TRANSACTIONS,"^PRC(442,",168,IFCAP,PRC
442.2,TYPE OF AMENDMENT,"^PRCD(442.2,",5,IFCAP,PRC
442.3,PURCHASE ORDER STATUS,"^PRCD(442.3,",3,IFCAP,PRC
442.4,PURCHASE AUTHORITY,"^PRC(442.4,",3,IFCAP,PRC
442.5,PAT TYPE,"^PRCD(442.5,",7,IFCAP,PRC
442.6,PAT NUMBER,"^PRC(442.6,",6,IFCAP,PRC
442.7,ADMINISTRATIVE CERTIFICATIONS,"^PRC(442.7,",3,IFCAP,PRC
442.8,DELIVERY SCHEDULE (ORDER),"^PRC(442.8,",6,IFCAP,PRC
442.9,ELEC RECEIVING REPORT BATCH,"^PRC(442.9,",9,IFCAP,PRC
443.0,REQUEST WORKSHEET,"^PRC(443,",17,IFCAP,PRC
443.1,IFCAP PURGEMASTER WORKLIST,"^PRC(443.1,",4,,
443.2,IFCAP PURGE PARAMETERS,"^PRC(443.2,",6,,
443.3,IFCAP PURGE INPROCESS,"^PRC(443.3,",5,,
443.4,TYPE OF SPECIAL HANDLING,"^PRC(443.4,",3,IFCAP,PRC
443.5,P.O./REQUEST/R.R. PRINT LOG,"^PRC(443.5,",5,IFCAP,PRC
443.6,AMENDMENTS,"^PRC(443.6,",90,IFCAP,PRC
443.75,EDI SENDER,"^PRC(443.75,",29,,
443.76,EDI ERROR CODES,"^PRC(443.76,",4,,
443.8,LOCAL PROCUREMENT REASON CODES,"^PRC(443.8,",3,IFCAP,PRC
443.9,IFCAP PENDING ARCHIVE,"^PRC(443.9,",4,,
444.0,REQUEST FOR QUOTATION,"^PRC(444,",40,,
444.1,RFQ VENDOR,"^PRC(444.1,",26,,
444.2,SIC CODE,"^PRC(444.2,",2,,
444.21,SIC CODE GROUPS,"^PRC(444.21,",3,,
444.3,RFQ COUNTER,"^PRC(444.3,",2,,
444.4,RFQ EDITING PREFERENCE,"^PRC(444.4,",2,,
445.0,GENERIC INVENTORY,"^PRCP(445,",39,GENERIC INVENTORY PACKAGE,PRCP
445.1,INVENTORY BALANCES,"^PRCP(445.1,",2,GENERIC INVENTORY PACKAGE,PRCP
445.2,INVENTORY TRANSACTION,"^PRCP(445.2,",27,GENERIC INVENTORY PACKAGE,PRCP
445.3,INTERNAL DISTRIBUTION ORDER/ADJ.,"^PRCP(445.3,",15,GENERIC INVENTORY PACKAGE,PRCP
445.4,STORAGE LOCATION,"^PRCP(445.4,",3,GENERIC INVENTORY PACKAGE,PRCP
445.5,AUTOMATED SUPPLY STATIONS,"^PRCP(445.5,",3,,
445.6,GROUP CATEGORY,"^PRCP(445.6,",3,GENERIC INVENTORY PACKAGE,PRCP
445.7,CASE CARTS,"^PRCP(445.7,",10,GENERIC INVENTORY PACKAGE,PRCP
445.8,INSTRUMENT KITS,"^PRCP(445.8,",11,GENERIC INVENTORY PACKAGE,PRCP
446.0,DISTRIBUTION/USAGE HISTORY,"^PRCP(446,",5,GENERIC INVENTORY PACKAGE,PRCP
446.1,INVENTORY DISTRIBUTED PATIENT SUPPLIES,"^PRCP(446.1,",11,GENERIC INVENTORY PACKAGE,PRCP
446.4,BARCODE PROGRAM,"^PRCT(446.4,",14,ENGINEERING,EN
446.5,CUSTOM LABEL,"^PRCT(446.5,",8,GENERIC INVENTORY PACKAGE,PRCP
446.6,SPECIALTY COMMANDS,"^PRCT(446.6,",4,ENGINEERING,EN
446.7,CLRS REPORT STORAGE,"^PRCP(446.7,",8,,
447.0,INVENTORY LOCK MANAGEMENT,"^PRCP(447,",4,GENERIC INVENTORY PACKAGE,PRCP
447.1,AUTOMATED SUPPLY STATION PROCESSING QUEUE,"^PRCP(447.1,",12,,
450.0,PAID EMPLOYEE,^PRSPC(,769,PAID,PRS
450.11,PAID DOWNLOAD MESSAGE ERROR,"^PRSD(450.11,",3,PAID,PRS
450.12,PAID DOWNLOAD MESSAGE,"^PRSD(450.12,",4,PAID,PRS
451.0,POC DAILY TIME RECORDS,"^PRSN(451,",3,,
451.1,NURSE ROLE,"^PRSN(451.1,",4,,
451.4,POC TYPE OF TIME,"^PRSN(451.4,",3,,
451.5,TYPE OF WORK,"^PRSN(451.5,",2,,
451.6,REASON FOR OVERTIME,"^PRSN(451.6,",2,,
451.7,POC DAILY ACTIVITY EXTRACTION,"^PRSN(451.7,",16,,
452.0,PRSE STUDENT EDUCATION TRACKING,"^PRSE(452,",31,PAID,PRS
452.1,PRSE PROGRAM/CLASS,"^PRSE(452.1,",8,PAID,PRS
452.2,PRSE EDUCATION PROGRAM/CLASS SUPPLIER,"^PRSE(452.2,",8,PAID,PRS
452.3,PRSE MANDATORY TRAINING (MI) CLASS GROUP,"^PRSE(452.3,",3,PAID,PRS
452.4,PRSE EDUCATION PROGRAM/CLASS CATEGORY,"^PRSE(452.4,",5,PAID,PRS
452.5,PRSE EDUCATION PRESENTATION MEDIA,"^PRSE(452.5,",1,PAID,PRS
452.51,PRSE EMPLOYEE PURPOSE OF TRAINING,"^PRSE(452.51,",2,PAID,PRS
452.6,PRSE SVC REASONS FOR TRAINING,"^PRSE(452.6,",1,PAID,PRS
452.7,PRSE PARAMETERS,"^PRSE(452.7,",6,PAID,PRS
452.8,PRSE EDUCATION REGISTRATION,"^PRSE(452.8,",19,PAID,PRS
452.9,PRSE EDUCATION ACCREDITATION ORGANIZATIONS,"^PRSE(452.9,",7,PAID,PRS
453.0,APPLICANT,"^PRSP(453,",82,CREDENTIALS TRACKING,QAR
454.0,PAID CODE FILES,"^PRSP(454,",66,PAID,PRS
454.1,PAID COST CENTER/ORGANIZATION,"^PRSP(454.1,",90,PAID,PRS
455.1,8B ERROR MESSAGE,"^PRST(455.1,",2,PAID,PRS
455.5,T&L UNIT,"^PRST(455.5,",16,PAID,PRS
456.0,PAID PARAMETERS,"^PRST(456,",6,,
457.1,TOUR OF DUTY,"^PRST(457.1,",30,PAID,PRS
457.2,SPECIAL TOUR INDICATOR,"^PRST(457.2,",6,PAID,PRS
457.3,TYPE OF TIME,"^PRST(457.3,",3,PAID,PRS
457.4,TIME REMARKS,"^PRST(457.4,",4,PAID,PRS
457.5,PAY ENTITLEMENT,"^PRST(457.5,",3,PAID,PRS
457.6,ENVIRONMENTAL DIFFERENTIALS,"^PRST(457.6,",3,PAID,PRS
458.0,TIME & ATTENDANCE RECORDS,"^PRST(458,",35,PAID,PRS
458.1,LEAVE REQUESTS,"^PRST(458.1,",17,PAID,PRS
458.2,OT/CT REQUESTS,"^PRST(458.2,",19,PAID,PRS
458.3,ENVIRONMENTAL DIFF. REQUESTS,"^PRST(458.3,",15,PAID,PRS
458.4,PT PHYSICIAN EXTENDED ABSENCE,"^PRST(458.4,",7,,
458.5,PRIOR PP EXCEPTIONS,"^PRST(458.5,",8,PAID,PRS
458.6,OVERTIME WARNINGS,"^PRST(458.6,",9,,
458.7,PT PHYSICIAN MEMORANDUM,"^PRST(458.7,",27,,
458.8,RECESS TRACKING,"^PRST(458.8,",5,,
459.0,PAID PAYRUN DATA,"^PRST(459,",3,PAID,PRS
470.0,PATIENT FUNDS,"^PRPF(470,",64,INTEGRATED PATIENT FUNDS,PRPF
470.1,PATIENT FUNDS MASTER TRANSACTION,"^PRPF(470.1,",25,INTEGRATED PATIENT FUNDS,PRPF
470.2,PATIENT FUNDS FORMS,"^PRPF(470.2,",4,INTEGRATED PATIENT FUNDS,PRPF
470.3,PATIENT FUNDS TRANSACTION COUNTER,"^PRPF(470.3,",2,INTEGRATED PATIENT FUNDS,PRPF
470.4,PATIENT FUNDS CONVERSION DISCREPANCY,"^PRPF(470.4,",7,,
470.5,PATIENT FUNDS TEMPORARY TRANSACTION,"^PRPFT(470.5,",19,INTEGRATED PATIENT FUNDS,PRPF
470.6,PATIENT FUNDS REMARKS CODE,"^PRPF(470.6,",3,INTEGRATED PATIENT FUNDS,PRPF
470.9,PATIENT FUNDS ARCHIVE HISTORY,"^PRPF(470.9,",3,,
