file_number,label,global_root,field_count,package_name,package_prefix
8926.5,TIU LOINC SERVICE,"^TIU(8926.5,",5,,
8926.6,TIU LOINC DOCUMENT TYPE,"^TIU(8926.6,",5,,
8926.72,TIU LOINC SMD SYNONYMS,"^TIU(8926.72,",2,,
8926.73,TIU LOINC ROLE SYNONYMS,"^TIU(8926.73,",2,,
8926.74,TIU LOINC SETTING SYNONYMS,"^TIU(8926.74,",2,,
8926.75,TIU LOINC SERVICE SYNONYMS,"^TIU(8926.75,",2,,
8926.76,TIU LOINC DOCUMENT TYPE SYNONYMS,"^TIU(8926.76,",2,,
8927.0,TIU TEMPLATE,"^TIU(8927,",23,,
8927.1,TIU TEMPLATE FIELD,"^TIU(8927.1,",20,,
8927.9,TIU UNAUTHORIZED ABBREVIATION,"^TIU(8927.9,",5,,
8928.0,PASTED TEXT TRACKING,"^TIUP(8928,",14,,
8930.0,USR CLASS,"^USR(8930,",7,,
8930.1,USR AUTHORIZATION/SUBSCRIPTION,"^USR(8930.1,",9,,
8930.2,USR ROLE,"^USR(8930.2,",4,,
8930.3,USR CLASS MEMBERSHIP,"^USR(8930.3,",4,,
8930.4,USR SEARCH CATEGORIES,"^USR(8930.4,",4,,
8930.6,USR RECORD STATUS,"^USR(8930.6,",5,,
8930.8,USR ACTION,"^USR(8930.8,",10,,
8932.1,PERSON CLASS,"^USC(8932.1,",19,,
8932.2,PROGRAM OF STUDY,"^USC(8932.2,",1,,
8933.1,NEW PERSON FIELD MONITOR,"^XTV(8933.1,",6,,
8935.91,XHD PARAMETER CATEGORY,"^XHD(8935.91,",9,,
8969.0,VSM CONFIGURATION,"^KMPV(8969,",25,,
8969.02,VSM MONITOR DEFAULTS,"^KMPV(8969.02,",17,,
8969.03,VSM CACHE TASK LOG,"^KMPV(8969.03,",5,,
8970.1,SAGG PROJECT,"^KMPS(8970.1,",4,,
8971.1,RESOURCE USAGE MONITOR,"^KMPR(8971.1,",25,,
8972.1,CP CODE EVALUATOR,"^KMPD(8972.1,",23,,
8972.3,CP DATA ELEMENTS,"^KMPD(8972.3,",5,,
8973.0,CP PARAMETERS,"^KMPD(8973,",76,,
8973.1,CM HL7 DATA,"^KMPD(8973.1,",368,,
8973.2,CP TIMING,"^KMPD(8973.2,",10,,
8973.3,CP REPORTS,"^KMPD(8973.3,",5,,
8980.0,KERMIT HOLDING,"^DIZ(8980,",8,KERNEL,XU
8980.2,PKI Digital Signatures,"^XUSSPKI(8980.2,",6,,
8980.22,PKI CRL URLS,"^XUSSPKI(8980.22,",3,,
8984.1,LOCAL KEYWORD,"^XT(8984.1,",4,TOOLKIT,XT
8984.2,LOCAL SHORTCUT,"^XT(8984.2,",3,TOOLKIT,XT
8984.3,LOCAL SYNONYM,"^XT(8984.3,",3,TOOLKIT,XT
8984.4,LOCAL LOOKUP,"^XT(8984.4,",3,TOOLKIT,XT
8985.1,XTID VUID FOR SET OF CODES,"^XTID(8985.1,",6,,
8987.1,MSM RTHIST SITE,"^XUCS(8987.1,",10,MSM CAPACITY MANAGEMENT,XUCS
8987.2,MSM RTHIST REPORT DATA,"^XUCS(8987.2,",3,MSM CAPACITY MANAGEMENT,XUCS
8989.2,KERNEL PARAMETERS,"^XTV(8989.2,",4,,
8989.3,KERNEL SYSTEM PARAMETERS,"^XTV(8989.3,",87,,
8989.5,PARAMETERS,"^XTV(8989.5,",6,,
8989.51,PARAMETER DEFINITION,"^XTV(8989.51,",19,,
8989.518,PARAMETER ENTITY,"^XTV(8989.518,",4,,
8989.52,PARAMETER TEMPLATE,"^XTV(8989.52,",5,,
8991.0,XTV ROUTINE CHANGES,"^XTV(8991,",2,TOOLKIT,XT
8991.19,XTV VERIFICATION PACKAGE,"^XTV(8991.19,",3,TOOLKIT,XT
8991.2,XTV GLOBAL CHANGES,"^XTV(8991.2,",2,TOOLKIT,XT
8991.5,XQAB ERRORS LOGGED,"^XTV(8991.5,",5,,
8991.6,XUEPCS DATA,"^XTV(8991.6,",8,,
8991.7,XUEPCS PSDRPH AUDIT,"^XTV(8991.7,",4,,
8991.8,DEA BUSINESS ACTIVITY CODES,"^XTV(8991.8,",5,,
8991.9,DEA NUMBERS,"^XTV(8991.9,",22,,
8992.0,ALERT,"^XTV(8992,",6,,
8992.1,ALERT TRACKING,"^XTV(8992.1,",16,,
8992.2,ALERT RECIPIENT TYPE,"^XTV(8992.2,",1,,
8992.3,ALERT CRITICAL TEXT,"^XTV(8992.3,",3,,
8992.7,LOG4M CONFIG,"^XTV(8992.7,",13,,
8992.8,MUNIT TEST GROUP,"^XTV(8992.8,",3,,
8993.0,XULM LOCK DICTIONARY,"^XLM(8993,",7,,
8993.1,XULM LOCK MANAGER PARAMETERS,"^XLM(8993.1,",10,,
8993.2,XULM LOCK MANAGER LOG,"^XLM(8993.2,",3,,
8994.0,REMOTE PROCEDURE,"^XWB(8994,",13,,
8994.1,RPC BROKER SITE PARAMETERS,"^XWB(8994.1,",3,,
8994.5,REMOTE APPLICATION,"^XWB(8994.5,",4,,
9001.0,ISI PT IMPORT TEMPLATE,"^ISI(9001,",15,,
11500.1,ODS PATIENT,"^A1B2(11500.1,",24,OPERATION DESERT SHIELD,A1B2
11500.2,ODS ADMISSIONS,"^A1B2(11500.2,",21,OPERATION DESERT SHIELD,A1B2
11500.3,DISPLACED PATIENT,"^A1B2(11500.3,",17,OPERATION DESERT SHIELD,A1B2
11500.4,ODS REGISTRATIONS,"^A1B2(11500.4,",15,OPERATION DESERT SHIELD,A1B2
11500.5,ODS PARAMETER,"^A1B2(11500.5,",6,OPERATION DESERT SHIELD,A1B2
11500.61,ODS BILLING SPECIALTY,"^A1B2(11500.61,",16,OPERATION DESERT SHIELD,A1B2
11500.62,ODS PROCEDURES,"^A1B2(11500.62,",17,OPERATION DESERT SHIELD,A1B2
11500.63,ODS DIAGNOSES,"^A1B2(11500.63,",17,OPERATION DESERT SHIELD,A1B2
11500.64,ODS ASSOCIATED COSTS,"^A1B2(11500.64,",18,OPERATION DESERT SHIELD,A1B2
19200.11,VPE RTN LBRY,"^XVV(19200.11,",4,VPE SHELL,XVVM
19200.111,VPE PERSON,"^XVV(19200.111,",4,VPE SHELL,XVVM
19200.112,VPE RTN VERSIONING,"^XVV(19200.112,",5,VPE SHELL,XVVM
19200.113,VPE PROGRAMMER CALL,"^XVV(19200.113,",32,VPE SHELL,XVVM
19200.114,VPE PROGRAMMER PARAMETER,"^XVV(19200.114,",6,VPE SHELL,XVVM
19610.45,VEJD DATA WAREHOUSE LOG,"^VEJD(19610.45,",11,,
19617.0,VEJD PATIENT,"^VEJD(19617,",13,,
19619.0,VEJD E&M CODE OVER-RIDE AUDIT,"^VEJD(19619,",7,,
19619.1,VEJD SYSTEM USERS,"^VEJD(19619.1,",13,,
19619.2,VEJD E&M CODES,"^VEJD(19619.2,",6,,
19619.9,VEJD APPLICATION USAGE,"^VEJD(19619.9,",5,,
19619.99,VEJD TEMP RPC ARRAYS,^VEJDTMP(,2,,
19620.0,DSIR ROI INSTANCE,"^DSIR(19620,",140,,
19620.1,DSIR RELEASED DOCUMENT,"^DSIR(19620.1,",11,,
19620.12,DSIR NEW REQUESTOR,"^DSIR(19620.12,",25,,
19620.13,DSIR SF 544,"^DSIR(19620.13,",10,,
19620.14,DSIR LABELS,"^DSIR(19620.14,",4,,
19620.2,DSIR BILLS,"^DSIR(19620.2,",57,,
19620.21,DSIR BILL TRACKING,"^DSIR(19620.21,",8,,
19620.29,DSIR BILLS HISTORY,"^DSIR(19620.29,",6,,
19620.3,DSIR FINAL FOIA NUMBERS,"^DSIR(19620.3,",267,,
19620.31,DSIR REQUEST REASON,"^DSIR(19620.31,",2,,
19620.35,DSIR SCHEDULED REPORTS,"^DSIR(19620.35,",10,,
19620.4,DSIR DOCUMENT TYPE,"^DSIR(19620.4,",2,,
19620.41,DSIR STATUS CODES,"^DSIR(19620.41,",4,,
19620.5,*VEJD ROI AUTHORITY,"^DSIR(19620.5,",2,,
19620.51,DSIR AUTHORITY FOR REQUEST,"^DSIR(19620.51,",2,,
19620.6,*VEJD ROI TYPE,"^DSIR(19620.6,",2,,
19620.61,DSIR TYPE OF REQUEST,"^DSIR(19620.61,",3,,
19620.7,*VEJD ROI REQUESTOR TYPE,"^DSIR(19620.7,",2,,
19620.71,DSIR REQUESTOR TYPE,"^DSIR(19620.71,",2,,
19620.8,DSIR BILLING TYPE,"^DSIR(19620.8,",8,,
19620.87,DSIR AD HOC SETUP DATA,"^DSIR(19620.87,",10,,
19620.871,DSIR SAVED AD HOC REPORTS,"^DSIR(19620.871,",75,,
19620.91,DSIR STATUS HISTORY,"^DSIR(19620.91,",9,,
19620.92,DSIR REQUEST ADDRESS,"^DSIR(19620.92,",14,,
19620.94,DSIR SENSITIVE PROVIDERS,"^DSIR(19620.94,",1,,
19620.95,DSIR FOIA INDICATOR,"^DSIR(19620.95,",1,,
19620.96,DSIR NON-COMPUTERIZED RECORDS PATIENTS,"^DSIR(19620.96,",3,,
19620.98,DSIR DISCLOSURE ALERTS,"^DSIR(19620.98,",2,,
19621.0,DSIV VISTA IMAGING QUEUE TRACKING,"^DSI(19621,",10,,
19625.0,DSIV ICB AUDIT,"^DSI(19625,",40,,
19625.1,DSIV REPORT DATA,"^DSI(19625.1,",3,,
19625.2,DSIV EXCEPTION LOCATIONS,"^DSI(19625.2,",1,,
19625.3,DSIV ICB MANUAL PATIENT FLAG FILE,"^DSI(19625.3,",3,,
23450.0,ISIJ DYNAMIC QUERY STATS,"^ISI(23450,",6,,
23451.0,ISIJ FAVORITES,"^ISI(23451,",2,,
23453.0,ISIJ EXAM NOTES,"^ISI(23453,",2,,
25002.1,FEDERAL GRADES/RANKS,"^DIC(25002.1,",4,OPERATION DESERT SHIELD,A1B2
177100.12,CPRS MONITOR,"^AWC(177100.12,",26,,
177100.13,CPRS MONITOR DATA,"^AWC(177100.13,",6,,
509850.0,CDR ACCOUNT,"^ACK(509850,",5,,
509850.1,A&SP DIAGNOSTIC CONDITION,"^ACK(509850.1,",8,,
509850.2,A&SP PATIENT,"^ACK(509850.2,",4,,
509850.3,A&SP STAFF,"^ACK(509850.3,",7,,
509850.4,A&SP PROCEDURE CODE,"^ACK(509850.4,",7,,
509850.5,A&SP PROCEDURE MODIFIER,"^ACK(509850.5,",2,,
509850.6,A&SP CLINIC VISIT,"^ACK(509850.6,",66,,
509850.7,A&SP WORKLOAD,"^ACK(509850.7,",14,,
509850.8,A&SP SITE PARAMETERS,"^ACK(509850.8,",15,,
509850.9,AUDIOMETRIC EXAM DATA,"^ACK(509850.9,",471,,
537000.0,VAMC NETWORK HEALTH EXCHANGE,"^AFJ(537000,",11,NETWORK HEALTH EXCHANGE,AFJX
537010.0,VAMC NETWORK PATIENT,"^AFJ(537010,",5,NETWORK HEALTH EXCHANGE,AFJX
537015.0,VAMC NETWORK HEALTH TYPES,"^AFJ(537015,",1,NETWORK HEALTH EXCHANGE,AFJX
537025.0,VAMC NETWORK HEALTH AUTHORIZED SITES,"^AFJ(537025,",8,NETWORK HEALTH EXCHANGE,AFJX
548071.0,MODIFICATIONS TO NATIONAL PACKAGES (NEW),"^AXA(548071,",16,,
548260.0,PATCH PACKAGE,"^AXA(548260,",18,,
548260.1,PATCH STATUS,"^AXA(548260.1,",2,,
548261.0,PATCH,"^AXA(548261,",22,,
548270.0,IRM PERSON,"^AXA(548270,",23,,
580950.1,*AJK1UB SITE PARAMETERS,"^DIZ(580950.1,",23,,
580950.2,*AJK1UB TRANSMITAL,^AJK1UB(,12,,
580950.3,*AJK1UB STATUS CHANGE,^AJK1UBS(,7,,
580950.4,*AJK1UB RETRANSMIT,"^DIZ(580950.4,",1,,
580950.5,*AJK1UB DATA ELEMENTS,"^DIZ(580950.5,",4,,
580950.6,*AJK1UB TRANSMISSION SET,"^DIZ(580950.6,",4,,
580950.7,*AJK1UB MESSAGE,"^DIZ(580950.7,",5,,
580950.8,*AJK1UB STATUS CODE,"^DIZ(580950.8,",6,,
791810.0,STATION ORDER,"^RMPF(791810,",49,REMOTE ORDER/ENTRY SYSTEM,RMPF
791810.1,ORDER TYPE,"^RMPF(791810.1,",17,REMOTE ORDER/ENTRY SYSTEM,RMPF
791810.2,ORDER STATUS,"^RMPF(791810.2,",10,REMOTE ORDER/ENTRY SYSTEM,RMPF
791810.3,DISABILITY,"^RMPF(791810.3,",2,REMOTE ORDER/ENTRY SYSTEM,RMPF
791810.4,ROES ELIGIBILITY,"^RMPF(791810.4,",3,REMOTE ORDER/ENTRY SYSTEM,RMPF
791810.5,ROES MENU,"^RMPF(791810.5,",3,REMOTE ORDER/ENTRY SYSTEM,RMPF
791810.6,ORDER DELAY REASONS,"^RMPF(791810.6,",1,REMOTE ORDER/ENTRY SYSTEM,RMPF
791811.0,REMOTE INVENTORY PRODUCT,"^RMPF(791811,",12,REMOTE ORDER/ENTRY SYSTEM,RMPF
791811.1,REMOTE PRODUCT GROUP,"^RMPF(791811.1,",4,REMOTE ORDER/ENTRY SYSTEM,RMPF
791811.2,HEARING AID COMPONENTS,"^RMPF(791811.2,",4,REMOTE ORDER/ENTRY SYSTEM,RMPF
791811.3,BATTERY,"^RMPF(791811.3,",2,REMOTE ORDER/ENTRY SYSTEM,RMPF
791811.4,REMOTE PROSTHETIC ITEM BRANDS,"^RMPF(791811.4,",2,REMOTE ORDER/ENTRY SYSTEM,RMPF
791812.0,TRANSMISSION BATCH,"^RMPF(791812,",11,REMOTE ORDER/ENTRY SYSTEM,RMPF
791813.0,REMOTE ORDER/ENTRY PARAMETER,"^RMPF(791813,",39,REMOTE ORDER/ENTRY SYSTEM,RMPF
800000.0,HMP SUBSCRIPTION,"^HMP(800000,",11,,
800000.1,HMP PATIENT OBJECT,"^HMP(800000.1,",4,,
800000.11,HMP OBJECT,"^HMP(800000.11,",3,,
800000.2,HMP LIST,"^HMPD(800000.2,",11,,
800000.21,HMP LIST DOMAIN,"^HMPD(800000.21,",3,,
800000.22,HMP LIST ATTRIBUTE,"^HMPD(800000.22,",3,,
800001.0,HMP PANEL,^HMPPANEL(,4,,
800001.2,HMP ROSTER,"^HMPROSTR(800001.2,",10,,
800001.5,HMP ACTIVITY,"^HMP(800001.5,""PTAPPT"",",7,,
800003.0,HMP EVENT,"^HMPLOG(800003,",4,,
1200036.0,VISTA APPLICATIONS,"^DIC(1200036,",6,ZPEH,A2AP
9000001.0,PATIENT/IHS,^AUPNPAT(,3,,
9000010.0,VISIT,^AUPNVSIT(,41,,
9000010.06,V PROVIDER,^AUPNVPRV(,13,,
9000010.07,V POV,^AUPNVPOV(,29,,
9000010.11,V IMMUNIZATION,^AUPNVIMM(,63,,
9000010.12,V SKIN TEST,^AUPNVSK(,30,,
9000010.13,V EXAM,^AUPNVXAM(,15,,
9000010.15,V TREATMENT,^AUPNVTRT(,15,,
9000010.16,V PATIENT ED,^AUPNVPED(,15,,
9000010.18,V CPT,^AUPNVCPT(,28,,
9000010.23,V HEALTH FACTORS,^AUPNVHF(,15,,
9000010.707,V IMM CONTRA/REFUSAL EVENTS,^AUPNVICR(,15,,
9000010.71,V STANDARD CODES,^AUPNVSC(,17,,
9000011.0,PROBLEM,^AUPNPROB(,39,PROBLEM LIST,GMPL
9000080.11,V IMMUNIZATION DELETED,^AUPDVIMM(,64,,
9002313.02,BPS CLAIMS,^BPSC(,77,,
9002313.03,BPS RESPONSES,^BPSR(,23,,
9002313.12,BPS LOG,"^BPS(9002313.12,",3,,
9002313.15,BPS ASLEEP PAYERS,"^BPS(9002313.15,",5,,
9002313.19,BPS NCPDP PATIENT RELATIONSHIP CODE,"^BPS(9002313.19,",4,,
9002313.2,BPS NCPDP OTHER PAYER AMT PAID QUAL,"^BPS(9002313.2,",3,,
9002313.21,BPS NCPDP PROFESSIONAL SERVICE CODE,"^BPS(9002313.21,",3,,
9002313.22,BPS NCPDP RESULT OF SERVICE CODE,"^BPS(9002313.22,",3,,
9002313.23,BPS NCPDP REASON FOR SERVICE CODE,"^BPS(9002313.23,",3,,
9002313.24,BPS NCPDP DAW CODE,"^BPS(9002313.24,",3,,
9002313.25,BPS NCPDP CLARIFICATION CODES,"^BPS(9002313.25,",3,,
9002313.26,BPS NCPDP PRIOR AUTHORIZATION TYPE CODE,"^BPS(9002313.26,",4,,
9002313.27,BPS NCPDP PATIENT RESIDENCE CODE,"^BPS(9002313.27,",3,,
9002313.28,BPS NCPDP PHARMACY SERVICE TYPE,"^BPS(9002313.28,",4,,
9002313.29,BPS NCPDP DELAY REASON CODE,"^BPS(9002313.29,",4,,
9002313.31,BPS CERTIFICATION,"^BPS(9002313.31,",10,,
9002313.32,BPS PAYER RESPONSE OVERRIDES,"^BPS(9002313.32,",68,,
9002313.34,BPS NCPDP PRESCRIBER PLACE OF SERVICE,"^BPS(9002313.34,",2,,
9002313.35,BPS NCPDP BENEFIT STAGE INDICATOR,"^BPS(9002313.35,",2,,
9002313.36,BPS NCPDP LTPAC DISPENSE FREQUENCY,"^BPS(9002313.36,",2,,
9002313.37,BPS NCPDP PATIENT PAY COMPONENT QUALIFIER,"^BPS(9002313.37,",2,,
9002313.38,BPS NCPDP OTHER PAYER PROGRAM TYPE,"^BPS(9002313.38,",2,,
9002313.39,BPS NCPDP COMPOUND PROD ID QUALIFIER,"^BPS(9002313.39,",2,,
9002313.4,BPS NCPDP OTHER PHARMACY ID QUALIFIER,"^BPS(9002313.4,",2,,
9002313.41,BPS NCPDP OTHER PRESCRIBER ID QUALIFIER,"^BPS(9002313.41,",2,,
9002313.42,BPS NCPDP INVALID PROVIDER DATA SOURCE,"^BPS(9002313.42,",2,,
9002313.43,BPS NCPDP OTHER PAYER ID QUALIFIER,"^BPS(9002313.43,",2,,
9002313.44,BPS NCPDP HELP DESK PHONE NUMBER QUALIFIER,"^BPS(9002313.44,",2,,
9002313.45,BPS NCPDP MEDICARE PART D COVERAGE CODE,"^BPS(9002313.45,",2,,
9002313.511,BPS NCPDP OVERRIDE,"^BPS(9002313.511,",4,,
9002313.56,BPS PHARMACIES,"^BPS(9002313.56,",33,,
9002313.57,BPS LOG OF TRANSACTIONS,^BPSTL(,237,,
9002313.58,BPS STATISTICS,"^BPSECX(""S"",",17,,
9002313.59,BPS TRANSACTION,^BPST(,72,,
9002313.77,BPS REQUESTS,"^BPS(9002313.77,",57,,
9002313.78,BPS INSURER DATA,"^BPS(9002313.78,",40,,
9002313.83,BPS RESULT CATEGORY,"^BPSF(9002313.83,",3,,
9002313.89,BPS ERROR CODES,"^BPSF(9002313.89,",2,,
9002313.9,BPS NCPDP SEGMENTS,"^BPSF(9002313.9,",3,,
9002313.91,BPS NCPDP FIELD DEFS,"^BPSF(9002313.91,",15,,
9002313.92,BPS NCPDP FORMATS,"^BPSF(9002313.92,",29,,
9002313.93,BPS NCPDP REJECT CODES,"^BPSF(9002313.93,",2,,
9002313.94,BPS AUTO CLOSE REJECT CODE,^BPSACR(,3,,
9002313.99,BPS SETUP,"^BPS(9002313.99,",16,,
9009032.3,APSP INTERVENTION TYPE,"^APSPQA(32.3,",2,OUTPATIENT PHARMACY,PSO
9009032.4,APSP INTERVENTION,"^APSPQA(32.4,",22,OUTPATIENT PHARMACY,PSO
9009032.5,APSP INTERVENTION RECOMMENDATION,"^APSPQA(32.5,",2,OUTPATIENT PHARMACY,PSO
9999999.04,IMM MANUFACTURER,^AUTTIMAN(,12,,
9999999.06,LOCATION,^AUTTLOC(,1,,
9999999.09,EDUCATION TOPICS,^AUTTEDT(,18,,
9999999.14,IMMUNIZATION,^AUTTIMM(,47,,
9999999.15,EXAM,^AUTTEXAM(,16,,
9999999.17,TREATMENT,^AUTTTRT(,3,,
9999999.27,PROVIDER NARRATIVE,^AUTNPOV(,4,,
9999999.28,SKIN TEST,^AUTTSK(,12,,
9999999.41,IMMUNIZATION LOT,^AUTTIML(,19,,
9999999.64,HEALTH FACTORS,^AUTTHF(,24,,
