file_number,label,entry_count,tier,package,package_provenance,package_confidence,global_root
364.7,IB FORM FIELD CONTENT,43,tiny,INTEGRATED BILLING,prefix,med,"^IBA(364.7,"
364.8,PAYER ID - COB SWITCH,43,tiny,INTEGRATED BILLING,prefix,med,"^IBA(364.8,"
368.0,HEALTH CARE CLAIM RFAI (277),43,tiny,INTEGRATED BILLING,prefix,med,"^IBA(368,"
12.11,PATIENT CONTACT RELATION,42,tiny,REGISTRATION,prefix,high,"^DG(12.11,"
12.12,TELEPHONE COUNTRY CODE,42,tiny,REGISTRATION,prefix,high,"^DG(12.12,"
27.18,PENSION AWARD REASONS,42,tiny,REGISTRATION,prefix,high,"^DG(27.18,"
35.1,SHARING AGREEMENT CATEGORY,42,tiny,REGISTRATION,prefix,high,"^DG(35.1,"
35.2,SHARING AGREEMENT SUB-CATEGORY,42,tiny,REGISTRATION,prefix,high,"^DG(35.2,"
40.8,MEDICAL CENTER DIVISION,42,tiny,REGISTRATION,direct,high,"^DG(40.8,"
41.2,DIALYSIS PATIENT,42,tiny,REGISTRATION,prefix,high,"^DG(41.2,"
41.9,CENSUS,42,tiny,REGISTRATION,direct,high,"^DG(41.9,"
43.0,MAS PARAMETERS,42,tiny,REGISTRATION,direct,high,"^DG(43,"
43.1,MAS EVENT RATES,42,tiny,REGISTRATION,direct,high,"^DG(43.1,"
43.11,MAS AWARD,42,tiny,REGISTRATION,direct,high,"^DG(43.11,"
43.61,G&L TYPE OF CHANGE,42,tiny,REGISTRATION,direct,high,"^DG(43.61,"
43.7,ADT TEMPLATE,42,tiny,REGISTRATION,direct,high,"^DG(43.7,"
45.4,PTF DIALYSIS TYPE,42,tiny,REGISTRATION,direct,high,"^DG(45.4,"
45.85,CENSUS WORKFILE,42,tiny,REGISTRATION,direct,high,"^DG(45.85,"
45.86,PTF CENSUS DATE,42,tiny,REGISTRATION,direct,high,"^DG(45.86,"
45.9,PAF,42,tiny,REGISTRATION,direct,high,"^DG(45.9,"
45.91,RUG-II,42,tiny,REGISTRATION,direct,high,"^DG(45.91,"
47.75,SUPPORTING DOCUMENTATION TYPES,42,tiny,REGISTRATION,prefix,high,"^DG(47.75,"
47.76,SOURCE OF NOTIFICATIONS,42,tiny,REGISTRATION,prefix,high,"^DG(47.76,"
47.761,SOURCE OF NOTIFICATION BUSINESS RULES,42,tiny,REGISTRATION,prefix,high,"^DG(47.761,"
47.77,SEXUAL ORIENTATION TYPES,42,tiny,REGISTRATION,prefix,high,"^DG(47.77,"
47.78,PRONOUN TYPES,42,tiny,REGISTRATION,prefix,high,"^DG(47.78,"
48.0,MAS RELEASE NOTES,42,tiny,PATIENT FILE,direct,high,"^DG(48,"
48.5,MAS MODULE,42,tiny,PATIENT FILE,direct,high,"^DG(48.5,"
111.0,DIETS,42,tiny,DIETETICS,direct,high,"^FH(111,"
111.1,DIET PATTERNS,42,tiny,DIETETICS,direct,high,"^FH(111.1,"
112.2,DRI VALUES,42,tiny,DIETETICS,direct,high,"^FH(112.2,"
113.1,STORAGE LOCATION,42,tiny,DIETETICS,direct,high,"^FH(113.1,"
113.2,FH VENDOR,42,tiny,DIETETICS,direct,high,"^FH(113.2,"
114.0,RECIPE,42,tiny,DIETETICS,direct,high,"^FH(114,"
114.1,RECIPE CATEGORY,42,tiny,DIETETICS,direct,high,"^FH(114.1,"
114.2,PREPARATION AREA,42,tiny,DIETETICS,direct,high,"^FH(114.2,"
114.3,SERVING UTENSIL,42,tiny,DIETETICS,direct,high,"^FH(114.3,"
114.4,EQUIPMENT,42,tiny,DIETETICS,direct,high,"^FH(114.4,"
115.2,FOOD PREFERENCES,42,tiny,DIETETICS,direct,high,"^FH(115.2,"
115.3,NUTRITION CLASSIFICATION,42,tiny,DIETETICS,direct,high,"^FH(115.3,"
115.4,NUTRITION STATUS,42,tiny,DIETETICS,direct,high,"^FH(115.4,"
115.5,DIETETIC NUTRITION PLAN,42,tiny,DIETETICS,direct,high,"^FH(115.5,"
115.6,ENCOUNTER TYPES,42,tiny,DIETETICS,direct,high,"^FH(115.6,"
116.0,MENU CYCLE,42,tiny,DIETETICS,direct,high,"^FH(116,"
116.1,MEAL,42,tiny,DIETETICS,direct,high,"^FH(116.1,"
116.2,PRODUCTION DIET,42,tiny,DIETETICS,direct,high,"^FH(116.2,"
116.3,HOLIDAY MEALS,42,tiny,DIETETICS,direct,high,"^FH(116.3,"
117.0,MEALS SERVED,42,tiny,DIETETICS,direct,high,"^FH(117,"
117.024,FHQUE QUEUED REPORTS/LABELS,42,tiny,DIETETICS,prefix,high,"^FH(117.024,"
117.0241,FHQUE REPORT DAYS,42,tiny,DIETETICS,prefix,high,"^FH(117.0241,"
117.0243,FHQUE AVAILABLE OPTIONS,42,tiny,DIETETICS,prefix,high,"^FH(117.0243,"
117.1,STAFFING DATA,42,tiny,DIETETICS,direct,high,"^FH(117.1,"
117.2,DIETETIC COST OF MEALS,42,tiny,DIETETICS,direct,high,"^FH(117.2,"
117.3,ANNUAL REPORT,42,tiny,DIETETICS,direct,high,"^FH(117.3,"
117.4,DIETETIC REPORT CATEGORIES,42,tiny,DIETETICS,direct,high,"^FH(117.4,"
118.0,SUPPLEMENTAL FEEDINGS,42,tiny,DIETETICS,direct,high,"^FH(118,"
118.1,SUPPLEMENTAL FEEDING MENU,42,tiny,DIETETICS,direct,high,"^FH(118.1,"
118.2,TUBEFEEDING,42,tiny,DIETETICS,direct,high,"^FH(118.2,"
118.3,STANDING ORDERS,42,tiny,DIETETICS,direct,high,"^FH(118.3,"
119.0,DIETITIAN TICKLER FILE,42,tiny,DIETETICS,direct,high,"^FH(119,"
119.1,UNITS,42,tiny,DIETETICS,direct,high,"^FH(119.1,"
119.4,ISOLATION/PRECAUTION TYPE,42,tiny,DIETETICS,direct,high,"^FH(119.4,"
119.5,DIETETIC CONSULTS,42,tiny,DIETETICS,direct,high,"^FH(119.5,"
119.6,NUTRITION LOCATION,42,tiny,DIETETICS,direct,high,"^FH(119.6,"
119.71,PRODUCTION FACILITY,42,tiny,DIETETICS,direct,high,"^FH(119.71,"
119.72,SERVICE POINT,42,tiny,DIETETICS,direct,high,"^FH(119.72,"
119.73,COMMUNICATION OFFICE,42,tiny,DIETETICS,direct,high,"^FH(119.73,"
119.74,SUPPLEMENTAL FEEDING SITE,42,tiny,DIETETICS,direct,high,"^FH(119.74,"
119.8,NUTRITION EVENTS,42,tiny,DIETETICS,direct,high,"^FH(119.8,"
119.9,FH SITE PARAMETERS,42,tiny,DIETETICS,direct,high,"^FH(119.9,"
391.0,TYPE OF PATIENT,42,tiny,PATIENT FILE,direct,high,"^DG(391,"
391.1,AMIS SEGMENT,42,tiny,REGISTRATION,direct,high,"^DG(391.1,"
393.1,MAS SERVICE,42,tiny,REGISTRATION,direct,high,"^DG(393.1,"
393.2,IRT STATUS,42,tiny,REGISTRATION,direct,high,"^DG(393.2,"
405.1,FACILITY MOVEMENT TYPE,42,tiny,REGISTRATION,direct,high,"^DG(405.1,"
405.2,MAS MOVEMENT TYPE,42,tiny,REGISTRATION,direct,high,"^DG(405.2,"
405.3,MAS MOVEMENT TRANSACTION TYPE,42,tiny,REGISTRATION,direct,high,"^DG(405.3,"
405.4,ROOM-BED,42,tiny,REGISTRATION,direct,high,"^DG(405.4,"
405.5,MAS OUT-OF-SERVICE,42,tiny,REGISTRATION,direct,high,"^DG(405.5,"
405.6,ROOM-BED DESCRIPTION,42,tiny,REGISTRATION,direct,high,"^DG(405.6,"
406.41,LODGING REASON,42,tiny,REGISTRATION,direct,high,"^DG(406.41,"
408.11,RELATIONSHIP,42,tiny,REGISTRATION,direct,high,"^DG(408.11,"
408.32,MEANS TEST STATUS,42,tiny,REGISTRATION,direct,high,"^DG(408.32,"
408.33,TYPE OF TEST,42,tiny,REGISTRATION,direct,high,"^DG(408.33,"
408.34,SOURCE OF INCOME TEST,42,tiny,INCOME VERIFICATION MATCH,direct,high,"^DG(408.34,"
408.42,MEANS TEST CHANGES TYPE,42,tiny,REGISTRATION,direct,high,"^DG(408.42,"
408.43,PATIENT REGISTRATION ONLY REASON,42,tiny,REGISTRATION,prefix,high,"^DG(408.43,"
411.0,ADMIN. ACTIVITY SITE PARAMETER,42,tiny,IFCAP,direct,high,"^PRC(411,"
411.2,FACILITY TYPE (TEMPORARY),42,tiny,IFCAP,direct,high,"^PRC(411.2,"
411.3,IFCAP CONVERSION DISCREPANCY,42,tiny,IFCAP,direct,high,"^PRC(411.3,"
411.4,IFCAP CONVERSION ERROR,42,tiny,IFCAP,direct,high,"^PRC(411.4,"
411.5,IFCAP PARAMETERS,42,tiny,IFCAP,prefix,high,"^PRC(411.5,"
420.0,FUND CONTROL POINT,42,tiny,IFCAP,direct,high,"^PRC(420,"
421.8,FISCAL STACKED DOCUMENTS,42,tiny,IFCAP,direct,high,"^PRC(421.8,"
424.0,1358 DAILY RECORD,42,tiny,IFCAP,direct,high,"^PRC(424,"
424.1,1358 AUTHORIZATION DETAIL,42,tiny,IFCAP,direct,high,"^PRC(424.1,"
440.0,VENDOR,42,tiny,IFCAP,direct,high,"^PRC(440,"
440.2,DIRECT DELIVERY PATIENTS,42,tiny,IFCAP,direct,high,"^PRC(440.2,"
440.3,VENDOR EDIT,42,tiny,IFCAP,direct,high,"^PRC(440.3,"
440.4,MANUFACTURER,42,tiny,IFCAP,prefix,high,"^PRC(440.4,"
440.45,SOURCE MFG/STOCK NUMBER,42,tiny,IFCAP,prefix,high,"^PRC(440.45,"
440.5,PURCHASE CARD INFORMATION,42,tiny,IFCAP,prefix,high,"^PRC(440.5,"
441.0,ITEM MASTER,42,tiny,IFCAP,direct,high,"^PRC(441,"
441.2,FEDERAL SUPPLY CLASSIFICATION,42,tiny,IFCAP,direct,high,"^PRC(441.2,"
441.3,FSC GROUP TITLES,42,tiny,IFCAP,direct,high,"^PRC(441.3,"
441.7,AMENDMENTS TO DELIVERY SCHEDULES,42,tiny,IFCAP,direct,high,"^PRC(441.7,"
442.0,PROCUREMENT & ACCOUNTING TRANSACTIONS,42,tiny,IFCAP,direct,high,"^PRC(442,"
442.4,PURCHASE AUTHORITY,42,tiny,IFCAP,direct,high,"^PRC(442.4,"
442.6,PAT NUMBER,42,tiny,IFCAP,direct,high,"^PRC(442.6,"
442.7,ADMINISTRATIVE CERTIFICATIONS,42,tiny,IFCAP,direct,high,"^PRC(442.7,"
442.8,DELIVERY SCHEDULE (ORDER),42,tiny,IFCAP,direct,high,"^PRC(442.8,"
442.9,ELEC RECEIVING REPORT BATCH,42,tiny,IFCAP,direct,high,"^PRC(442.9,"
443.0,REQUEST WORKSHEET,42,tiny,IFCAP,direct,high,"^PRC(443,"
443.1,IFCAP PURGEMASTER WORKLIST,42,tiny,IFCAP,prefix,high,"^PRC(443.1,"
443.2,IFCAP PURGE PARAMETERS,42,tiny,IFCAP,prefix,high,"^PRC(443.2,"
443.3,IFCAP PURGE INPROCESS,42,tiny,IFCAP,prefix,high,"^PRC(443.3,"
443.4,TYPE OF SPECIAL HANDLING,42,tiny,IFCAP,direct,high,"^PRC(443.4,"
443.5,P.O./REQUEST/R.R. PRINT LOG,42,tiny,IFCAP,direct,high,"^PRC(443.5,"
443.6,AMENDMENTS,42,tiny,IFCAP,direct,high,"^PRC(443.6,"
443.75,EDI SENDER,42,tiny,IFCAP,prefix,high,"^PRC(443.75,"
443.76,EDI ERROR CODES,42,tiny,IFCAP,prefix,high,"^PRC(443.76,"
443.8,LOCAL PROCUREMENT REASON CODES,42,tiny,IFCAP,direct,high,"^PRC(443.8,"
443.9,IFCAP PENDING ARCHIVE,42,tiny,IFCAP,prefix,high,"^PRC(443.9,"
444.0,REQUEST FOR QUOTATION,42,tiny,IFCAP,prefix,high,"^PRC(444,"
444.1,RFQ VENDOR,42,tiny,IFCAP,prefix,high,"^PRC(444.1,"
444.2,SIC CODE,42,tiny,IFCAP,prefix,high,"^PRC(444.2,"
444.21,SIC CODE GROUPS,42,tiny,IFCAP,prefix,high,"^PRC(444.21,"
444.3,RFQ COUNTER,42,tiny,IFCAP,prefix,high,"^PRC(444.3,"
444.4,RFQ EDITING PREFERENCE,42,tiny,IFCAP,prefix,high,"^PRC(444.4,"
720.4,EC PROCEDURE REASON,41,tiny,EVENT CAPTURE,prefix,med,^ECR(
9999999.15,EXAM,41,tiny,(unattributed),unattributed,,^AUTTEXAM(
40.6,SD TELE HEALTH STOP CODE FILE,38,tiny,SCHEDULING,prefix,high,"^SD(40.6,"
44.9,SCHEDULING ARCHIVE,38,tiny,SCHEDULING,prefix,high,"^SD(44.9,"
403.43,SCHEDULING EVENT,38,tiny,SCHEDULING,prefix,high,"^SD(403.43,"
403.44,SCHEDULING REASON,38,tiny,SCHEDULING,prefix,high,"^SD(403.44,"
403.46,STANDARD POSITION,38,tiny,SCHEDULING,prefix,high,"^SD(403.46,"
403.47,TEAM PURPOSE,38,tiny,SCHEDULING,prefix,high,"^SD(403.47,"
403.5,RECALL REMINDERS,38,tiny,SCHEDULING,prefix,high,"^SD(403.5,"
403.51,RECALL REMINDERS APPT TYPE,38,tiny,SCHEDULING,prefix,high,"^SD(403.51,"
403.52,RECALL REMINDERS LETTERS,38,tiny,SCHEDULING,prefix,high,"^SD(403.52,"
403.53,RECALL REMINDERS PARAMETERS,38,tiny,SCHEDULING,prefix,high,"^SD(403.53,"
403.54,RECALL REMINDERS PROVIDERS,38,tiny,SCHEDULING,prefix,high,"^SD(403.54,"
403.55,RECALL REMINDERS TEAM,38,tiny,SCHEDULING,prefix,high,"^SD(403.55,"
403.56,RECALL REMINDERS REMOVED,38,tiny,SCHEDULING,prefix,high,"^SD(403.56,"
404.91,SCHEDULING PARAMETER,38,tiny,SCHEDULING,prefix,high,"^SD(404.91,"
404.92,SCHEDULING REPORT DEFINITION,38,tiny,SCHEDULING,prefix,high,"^SD(404.92,"
404.93,SCHEDULING REPORT FIELDS DEFINITION,38,tiny,SCHEDULING,prefix,high,"^SD(404.93,"
404.94,SCHEDULING REPORT GROUP,38,tiny,SCHEDULING,prefix,high,"^SD(404.94,"
404.95,SCHEDULING REPORT QUERY TEMPLATE,38,tiny,SCHEDULING,prefix,high,"^SD(404.95,"
404.98,SCHEDULING CONVERSION SPECIFICATION TEMPLATE,38,tiny,SCHEDULING,prefix,high,"^SD(404.98,"
409.1,APPOINTMENT TYPE,38,tiny,SCHEDULING,direct,high,"^SD(409.1,"
409.2,CANCELLATION REASONS,38,tiny,SCHEDULING,direct,high,"^SD(409.2,"
409.41,OUTPATIENT CLASSIFICATION TYPE,38,tiny,SCHEDULING,direct,high,"^SD(409.41,"
409.45,OUTPATIENT CLASSIFICATION STOP CODE EXCEPTION,38,tiny,SCHEDULING,direct,high,"^SD(409.45,"
409.55,APPOINTMENT PFSS ACCOUNT REFERENCE,38,tiny,SCHEDULING,prefix,high,"^SD(409.55,"
409.61,LIST TEMPLATE,38,tiny,LIST MANAGER,direct,high,"^SD(409.61,"
409.62,APPOINTMENT GROUP,38,tiny,SCHEDULING,direct,high,"^SD(409.62,"
409.63,APPOINTMENT STATUS,38,tiny,SCHEDULING,direct,high,"^SD(409.63,"
409.64,QUERY OBJECT,38,tiny,SCHEDULING,prefix,high,"^SD(409.64,"
409.66,APPOINTMENT TRANSACTION TYPE,38,tiny,SCHEDULING,direct,high,"^SD(409.66,"
409.67,CLINIC GROUP,38,tiny,SCHEDULING,prefix,high,"^SD(409.67,"
409.73,TRANSMITTED OUTPATIENT ENCOUNTER,38,tiny,SCHEDULING,prefix,high,"^SD(409.73,"
409.74,DELETED OUTPATIENT ENCOUNTER,38,tiny,SCHEDULING,prefix,high,"^SD(409.74,"
409.75,TRANSMITTED OUTPATIENT ENCOUNTER ERROR,38,tiny,SCHEDULING,prefix,high,"^SD(409.75,"
409.76,TRANSMITTED OUTPATIENT ENCOUNTER ERROR CODE,38,tiny,SCHEDULING,prefix,high,"^SD(409.76,"
409.77,ACRP TRANSMISSION HISTORY,38,tiny,SCHEDULING,prefix,high,"^SD(409.77,"
409.92,ACRP REPORT TEMPLATE PARAMETER,38,tiny,SCHEDULING,prefix,high,"^SD(409.92,"
409.95,PRINT MANAGER CLINIC SETUP,38,tiny,INTEGRATED BILLING,direct,high,"^SD(409.95,"
409.96,PRINT MANAGER DIVISION SETUP,38,tiny,INTEGRATED BILLING,direct,high,"^SD(409.96,"
2005.6,IMAGING PATIENT REFERENCE,38,tiny,IMAGING,prefix,med,"^MAGV(2005.6,"
2005.61,IMAGING PROCEDURE REFERENCE,38,tiny,IMAGING,prefix,med,"^MAGV(2005.61,"
2005.62,IMAGE STUDY,38,tiny,IMAGING,prefix,med,"^MAGV(2005.62,"
2005.63,IMAGE SERIES,38,tiny,IMAGING,prefix,med,"^MAGV(2005.63,"
2005.632,CT DOSE,38,tiny,IMAGING,prefix,med,"^MAGV(2005.632,"
2005.633,PROJECTION X-RAY DOSE,38,tiny,IMAGING,prefix,med,"^MAGV(2005.633,"
2005.6361,ANATOMIC TARGET REGION,38,tiny,IMAGING,prefix,med,"^MAGV(2005.6361,"
2005.6362,PHANTOM TYPE,38,tiny,IMAGING,prefix,med,"^MAGV(2005.6362,"
2005.6366,CODE SCHEME DESIGNATOR,38,tiny,IMAGING,prefix,med,"^MAGV(2005.6366,"
2005.64,IMAGE SOP INSTANCE,38,tiny,IMAGING,prefix,med,"^MAGV(2005.64,"
2005.65,IMAGE INSTANCE FILE,38,tiny,IMAGING,prefix,med,"^MAGV(2005.65,"
2005.66,IMAGING DUPLICATE UID LOG,38,tiny,IMAGING,prefix,med,"^MAGV(2005.66,"
2005.67,NEW IMAGING FILE CLEANUP LOG,38,tiny,IMAGING,prefix,med,"^MAGV(2005.67,"
2005.8,IMAGING SERVICE INSTITUTION,38,tiny,IMAGING,prefix,med,"^MAGV(2005.8,"
2006.913,ARTIFACT KEYLIST,38,tiny,IMAGING,prefix,med,"^MAGV(2006.913,"
2006.914,RETENTION POLICY,38,tiny,IMAGING,prefix,med,"^MAGV(2006.914,"
2006.915,ARTIFACT DESCRIPTOR,38,tiny,IMAGING,prefix,med,"^MAGV(2006.915,"
2006.916,ARTIFACT,38,tiny,IMAGING,prefix,med,"^MAGV(2006.916,"
2006.917,STORAGE PROVIDER,38,tiny,IMAGING,prefix,med,"^MAGV(2006.917,"
2006.918,ARTIFACT INSTANCE,38,tiny,IMAGING,prefix,med,"^MAGV(2006.918,"
2006.9191,MAGV GATEWAY CONFIGURATION,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9191,"
2006.9192,DICOM AE SECURITY MATRIX,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9192,"
2006.9193,IMAGING APPLICATION SERVICE,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9193,"
2006.921,ARTIFACT RETENTION POLICY,38,tiny,IMAGING,prefix,med,"^MAGV(2006.921,"
2006.922,RETENTION POLICY FULFILLMENT,38,tiny,IMAGING,prefix,med,"^MAGV(2006.922,"
2006.923,RETENTION POLICY STORAGE PROVIDER MAP,38,tiny,IMAGING,prefix,med,"^MAGV(2006.923,"
2006.924,STORAGE PROVIDER AVAILABILITY,38,tiny,IMAGING,prefix,med,"^MAGV(2006.924,"
2006.925,TRANSFER STATISTICS,38,tiny,IMAGING,prefix,med,"^MAGV(2006.925,"
2006.926,STORAGE TRANSACTION,38,tiny,IMAGING,prefix,med,"^MAGV(2006.926,"
2006.927,QUEUE,38,tiny,IMAGING,prefix,med,"^MAGV(2006.927,"
2006.928,QUEUE MESSAGE,38,tiny,IMAGING,prefix,med,"^MAGV(2006.928,"
2006.93,IMAGING EVENT AUDIT LOG,38,tiny,IMAGING,prefix,med,"^MAGV(2006.93,"
2006.931,IMAGING EVENT AUDITABLE ACTION,38,tiny,IMAGING,prefix,med,"^MAGV(2006.931,"
2006.941,MAG WORK ITEM,38,tiny,IMAGING,prefix,med,"^MAGV(2006.941,"
2006.9412,WORKLIST,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9412,"
2006.9413,MAG WORK ITEM STATUS,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9413,"
2006.9414,MAG WORK ITEM SUBTYPE,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9414,"
2006.9421,MAGV IMPORT STUDY LOG,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9421,"
2006.9422,MAGV IMPORT MEDIA LOG,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9422,"
2006.9423,MAGV IMPORT SERVICE,38,tiny,IMAGING,prefix,med,"^MAGV(2006.9423,"
420.1,COST CENTER,37,tiny,IFCAP,direct,high,"^PRCD(420.1,"
420.13,PRCD SD PROGRAM,37,tiny,IFCAP,direct,high,"^PRCD(420.13,"
420.131,PRCD SD FCP/PRJ,37,tiny,IFCAP,direct,high,"^PRCD(420.131,"
420.132,PRCD SD OBJECT CLASS,37,tiny,IFCAP,direct,high,"^PRCD(420.132,"
420.133,PRCD SD JOB,37,tiny,IFCAP,direct,high,"^PRCD(420.133,"
420.134,PRCD SD REPORTING CATEGORY,37,tiny,IFCAP,direct,high,"^PRCD(420.134,"
420.135,PRCD SD REVENUE SOURCE,37,tiny,IFCAP,direct,high,"^PRCD(420.135,"
420.136,PRCD SD SUB-REV SOURCE,37,tiny,IFCAP,direct,high,"^PRCD(420.136,"
420.137,PRCD SD SUB-OBJ,37,tiny,IFCAP,direct,high,"^PRCD(420.137,"
420.138,PRCD SD FMS SECURITY,37,tiny,IFCAP,direct,high,"^PRCD(420.138,"
420.14,PRCD FUND,37,tiny,IFCAP,direct,high,"^PRCD(420.14,"
420.141,PRCD FMS SUB-ALLOWANCE ACCOUNT,37,tiny,IFCAP,direct,high,"^PRCD(420.141,"
420.15,PRCD SD ADMINISTRATIVE OFFICE,37,tiny,IFCAP,direct,high,"^PRCD(420.15,"
420.16,PRCD SD DOCUMENT TYPE,37,tiny,IFCAP,direct,high,"^PRCD(420.16,"
420.17,PRCD SD DOCUMENT DATA ELEMENT,37,tiny,IFCAP,direct,high,"^PRCD(420.17,"
420.18,PRCD REQUIRED FIELDS,37,tiny,IFCAP,direct,high,"^PRCD(420.18,"
420.19,PRCD STANDARD DICTIONARY,37,tiny,IFCAP,direct,high,"^PRCD(420.19,"
420.1999,PRCD SD STATUS,37,tiny,IFCAP,direct,high,"^PRCD(420.1999,"
420.2,BUDGET OBJECT CODE,37,tiny,IFCAP,direct,high,"^PRCD(420.2,"
420.3,PRCD FUND/APPROPRIATION CODE,37,tiny,IFCAP,direct,high,"^PRCD(420.3,"
420.4,CALM/LOG TRANSACTIONS CODE LIST,37,tiny,IFCAP,direct,high,"^PRCD(420.4,"
420.5,UNIT OF ISSUE,37,tiny,IFCAP,direct,high,"^PRCD(420.5,"
420.51,REASON NOT COMPETED,37,tiny,IFCAP,prefix,med,"^PRCD(420.51,"
420.52,SOLICITATION PROCEDURE,37,tiny,IFCAP,prefix,med,"^PRCD(420.52,"
420.53,EXTENT COMPETED,37,tiny,IFCAP,prefix,med,"^PRCD(420.53,"
420.54,EVALUATED PREFERENCE,37,tiny,IFCAP,prefix,med,"^PRCD(420.54,"
420.55,EPA DESIGNATED PRODUCT,37,tiny,IFCAP,prefix,med,"^PRCD(420.55,"
420.6,CODE INDEX,37,tiny,IFCAP,direct,high,"^PRCD(420.6,"
420.8,SOURCE CODE,37,tiny,IFCAP,direct,high,"^PRCD(420.8,"
420.9,INTERMEDIATE PRODUCT,37,tiny,IFCAP,direct,high,"^PRCD(420.9,"
420.9999,PRCD SD STANDARD FOR COPYING,37,tiny,IFCAP,direct,high,"^PRCD(420.9999,"
422.0,CALM/LOG TEMPLATE MAPS,37,tiny,IFCAP,direct,high,"^PRCD(422,"
441.4,DLA/LOG CODES,37,tiny,IFCAP,direct,high,"^PRCD(441.4,"
441.6,TYPE OF REQUISITION AMENDMENT,37,tiny,IFCAP,direct,high,"^PRCD(441.6,"
442.2,TYPE OF AMENDMENT,37,tiny,IFCAP,direct,high,"^PRCD(442.2,"
442.3,PURCHASE ORDER STATUS,37,tiny,IFCAP,direct,high,"^PRCD(442.3,"
442.5,PAT TYPE,37,tiny,IFCAP,direct,high,"^PRCD(442.5,"
727.1,EXTRACT DEFINITIONS,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.1,"
727.2,DSS LAB TESTS,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.2,"
727.29,DSS LOINC FILE,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.29,"
727.3,DSS DIVISION IDENTIFIER,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.3,"
727.4,DSS WARD,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.4,"
727.5,DSS MH TESTS,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.5,"
727.7,LAB RESULTS TRANSLATION,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.7,"
727.802,ADMISSION EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.802,"
727.804,CLINIC NOSHOW EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.804,"
727.805,NURSING EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.805,"
727.806,DENTAL EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.806,"
727.808,PHYSICAL MOVEMENT EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.808,"
727.809,UNIT DOSE LOCAL EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.809,"
727.81,PRESCRIPTION EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.81,"
727.811,SURGERY EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.811,"
727.812,MENTAL HEALTH EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.812,"
727.813,LABORATORY EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.813,"
727.814,RADIOLOGY EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.814,"
727.815,EVENT CAPTURE LOCAL EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.815,"
727.817,TREATING SPECIALTY CHANGE EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.817,"
727.819,IV DETAIL EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.819,"
727.823,PAI EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.823,"
727.824,LAB RESULTS EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.824,"
727.825,QUASAR EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.825,"
727.826,PROSTHETICS EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.826,"
727.827,CLINIC EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.827,"
727.829,BLOOD BANK EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.829,"
727.831,DSS TREATING SPECIALTY TRANSLATION,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.831,"
727.832,NUTRITION EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.832,"
727.833,BCMA EXTRACT,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(727.833,"
728.0,DSS EXTRACTS,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(728,"
728.44,CLINICS AND STOP CODES,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(728.44,"
728.441,NATIONAL CLINIC,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(728.441,"
728.442,MCA LABOR CODE,37,tiny,DSS EXTRACTS,prefix,high,"^ECX(728.442,"
